Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein [Micromonospora matsumotoense],Micromonospora matsumotoense,Micromonospora matsumotoense,121616,31.2,31.2,73%,43,58.82,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091240627.1?report=genbank&log$=prottop&blast_rank=26&RID=WF75DNHA016"",""WP_091240627.1"")"
hypothetical protein [Rhodococcus ruber],Rhodococcus ruber,Rhodococcus ruber,1830,31.2,31.2,53%,43,100.00,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_064066378.1?report=genbank&log$=prottop&blast_rank=27&RID=WF75DNHA016"",""WP_064066378.1"")"
flagellar filament capping protein FliD [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,31.2,31.2,93%,43,71.43,103,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NBB85059.1?report=genbank&log$=prottop&blast_rank=28&RID=WF75DNHA016"",""NBB85059.1"")"
predicted protein [Micromonas pusilla CCMP1545],Micromonas pusilla CCMP1545,Micromonas pusilla CCMP1545,564608,30.8,30.8,66%,61,80.00,3352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_003057824.1?report=genbank&log$=prottop&blast_rank=29&RID=WF75DNHA016"",""XP_003057824.1"")"
granulocyte colony-stimulating factor receptor [Clarias magur],Clarias magur,Clarias magur,1594786,30.8,30.8,53%,61,100.00,1037,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF5901443.1?report=genbank&log$=prottop&blast_rank=30&RID=WF75DNHA016"",""KAF5901443.1"")"
CRISPR-associated helicase Cas3' [Exilibacterium tricleocarpae],Cellvibrionaceae bacterium R142,Cellvibrionaceae bacterium R142,2591008,30.8,30.8,53%,61,100.00,913,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TQV82471.1?report=genbank&log$=prottop&blast_rank=31&RID=WF75DNHA016"",""TQV82471.1"")"
CRISPR-associated helicase Cas3' [Exilibacterium tricleocarpae],Cellvibrionaceae bacterium R142,Cellvibrionaceae bacterium R142,2591008,30.8,30.8,53%,61,100.00,908,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179957527.1?report=genbank&log$=prottop&blast_rank=32&RID=WF75DNHA016"",""WP_179957527.1"")"
TPA: hypothetical protein [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,30.8,30.8,80%,61,45.83,729,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGE87197.1?report=genbank&log$=prottop&blast_rank=33&RID=WF75DNHA016"",""HGE87197.1"")"
hypothetical protein FQN60_017138 [Etheostoma spectabile],Etheostoma spectabile,orangethroat darter,54343,30.8,30.8,53%,61,100.00,728,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA8591764.1?report=genbank&log$=prottop&blast_rank=34&RID=WF75DNHA016"",""KAA8591764.1"")"
lipase-like PAD4 [Tripterygium wilfordii],Tripterygium wilfordii,Tripterygium wilfordii,458696,30.8,30.8,86%,61,55.56,627,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF5727611.1?report=genbank&log$=prottop&blast_rank=35&RID=WF75DNHA016"",""KAF5727611.1"")"
hypothetical protein D187_003184 [Cystobacter fuscus DSM 2262],Cystobacter fuscus DSM 2262,Cystobacter fuscus DSM 2262,1242864,30.8,30.8,60%,61,88.89,586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EPX59280.1?report=genbank&log$=prottop&blast_rank=36&RID=WF75DNHA016"",""EPX59280.1"")"
DUF4231 domain-containing protein [Cystobacter fuscus],Cystobacter fuscus,Cystobacter fuscus,43,30.8,30.8,60%,61,88.89,580,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051256600.1?report=genbank&log$=prottop&blast_rank=37&RID=WF75DNHA016"",""WP_051256600.1"")"
DUF4231 domain-containing protein [Cystobacter ferrugineus],Cystobacter ferrugineus,Cystobacter ferrugineus,83449,30.8,30.8,60%,61,88.89,580,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071902977.1?report=genbank&log$=prottop&blast_rank=38&RID=WF75DNHA016"",""WP_071902977.1"")"
lipase-like PAD4 [Senna tora],Senna tora,Senna tora,362788,30.8,30.8,86%,61,61.11,540,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7840142.1?report=genbank&log$=prottop&blast_rank=39&RID=WF75DNHA016"",""KAF7840142.1"")"
"putative 33 kDa inner dynein arm light chain, axonemal [Trypanosoma cruzi]",Trypanosoma cruzi,Trypanosoma cruzi,5693,30.8,30.8,86%,61,58.82,394,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RNF23882.1?report=genbank&log$=prottop&blast_rank=40&RID=WF75DNHA016"",""RNF23882.1"")"
hypothetical protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,2026735,30.8,30.8,60%,61,88.89,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NOY69677.1?report=genbank&log$=prottop&blast_rank=41&RID=WF75DNHA016"",""NOY69677.1"")"
"33 kDa inner dynein arm light chain, axonemal, putative [Trypanosoma cruzi]",Trypanosoma cruzi,Trypanosoma cruzi,5693,30.8,30.8,86%,61,58.82,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EKF99031.1?report=genbank&log$=prottop&blast_rank=42&RID=WF75DNHA016"",""EKF99031.1"")"
"33 kDa inner dynein arm light chain, axonemal [Trypanosoma cruzi strain CL Brener]",Trypanosoma cruzi strain CL Brener,Trypanosoma cruzi strain CL Brener,353153,30.8,30.8,86%,61,58.82,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_808209.1?report=genbank&log$=prottop&blast_rank=43&RID=WF75DNHA016"",""XP_808209.1"")"
"33 kDa inner dynein arm light chain, axonemal [Trypanosoma cruzi strain CL Brener]",Trypanosoma cruzi strain CL Brener,Trypanosoma cruzi strain CL Brener,353153,30.8,30.8,86%,61,58.82,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_816429.1?report=genbank&log$=prottop&blast_rank=44&RID=WF75DNHA016"",""XP_816429.1"")"
hypothetical protein ECC02_003930 [Trypanosoma cruzi],Trypanosoma cruzi,Trypanosoma cruzi,5693,30.8,30.8,86%,61,58.82,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF5223103.1?report=genbank&log$=prottop&blast_rank=45&RID=WF75DNHA016"",""KAF5223103.1"")"
33 kDa inner dynein arm light chain [Trypanosoma cruzi Dm28c],Trypanosoma cruzi Dm28c,Trypanosoma cruzi Dm28c,1416333,30.8,30.8,86%,61,58.82,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ESS70000.1?report=genbank&log$=prottop&blast_rank=46&RID=WF75DNHA016"",""ESS70000.1"")"
"PREDICTED: 28S ribosomal protein S15, mitochondrial [Hippocampus comes]",Hippocampus comes,tiger tail seahorse,109280,30.8,30.8,53%,61,100.00,348,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019720874.1?report=genbank&log$=prottop&blast_rank=47&RID=WF75DNHA016"",""XP_019720874.1"")"
TPA: hypothetical protein [Nitrospinae bacterium],Nitrospinae bacterium,Nitrospinae bacterium,2026769,30.8,30.8,86%,61,68.75,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBK79532.1?report=genbank&log$=prottop&blast_rank=48&RID=WF75DNHA016"",""HBK79532.1"")"
hypothetical protein HF521_017776 [Silurus meridionalis],Silurus meridionalis,Silurus meridionalis,175797,30.8,30.8,53%,61,100.00,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7708719.1?report=genbank&log$=prottop&blast_rank=49&RID=WF75DNHA016"",""KAF7708719.1"")"
TPA: hypothetical protein [Nitrososphaeria archaeon],Nitrososphaeria archaeon,Nitrososphaeria archaeon,2268198,30.8,30.8,66%,61,80.00,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHS66192.1?report=genbank&log$=prottop&blast_rank=50&RID=WF75DNHA016"",""HHS66192.1"")"
type II secretion system F family protein [Duganella sp. FT27W],Duganella sp. FT27W,Duganella sp. FT27W,2654636,30.8,30.8,80%,61,57.89,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152883261.1?report=genbank&log$=prottop&blast_rank=51&RID=WF75DNHA016"",""WP_152883261.1"")"
hypothetical protein [Vespula vulgaris],Vespula vulgaris,Vespula vulgaris,7454,30.8,30.8,60%,61,88.89,295,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7396213.1?report=genbank&log$=prottop&blast_rank=52&RID=WF75DNHA016"",""KAF7396213.1"")"
"28S ribosomal protein S15, mitochondrial isoform X1 [Tachysurus fulvidraco]",Tachysurus fulvidraco,yellow catfish,1234273,30.8,30.8,53%,61,100.00,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_027005574.1?report=genbank&log$=prottop&blast_rank=53&RID=WF75DNHA016"",""XP_027005574.1"")"
"28S ribosomal protein S15, mitochondrial [Takifugu flavidus]",Takifugu flavidus,sansaifugu,433684,30.8,30.8,53%,61,100.00,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TWW80057.1?report=genbank&log$=prottop&blast_rank=54&RID=WF75DNHA016"",""TWW80057.1"")"
"28S ribosomal protein S15, mitochondrial isoform X1 [Archocentrus centrarchus]",Archocentrus centrarchus,flier cichlid,63155,30.8,30.8,53%,61,100.00,276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030606028.1?report=genbank&log$=prottop&blast_rank=55&RID=WF75DNHA016"",""XP_030606028.1"")"
"28S ribosomal protein S15, mitochondrial [Larimichthys crocea]",Larimichthys crocea,large yellow croaker,215358,30.8,30.8,53%,61,100.00,270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMS10479.1?report=genbank&log$=prottop&blast_rank=56&RID=WF75DNHA016"",""TMS10479.1"")"
"28S ribosomal protein S15, mitochondrial isoform X2 [Tachysurus fulvidraco]",Tachysurus fulvidraco,yellow catfish,1234273,30.8,30.8,53%,61,100.00,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_027005575.1?report=genbank&log$=prottop&blast_rank=57&RID=WF75DNHA016"",""XP_027005575.1"")"
"28S ribosomal protein S15, mitochondrial [Pangasianodon hypophthalmus]",Pangasianodon hypophthalmus,striped catfish,310915,30.8,30.8,53%,61,100.00,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026782582.1?report=genbank&log$=prottop&blast_rank=58&RID=WF75DNHA016"",""XP_026782582.1"")"
"28S ribosomal protein S15, mitochondrial [Myripristis murdjan]",Myripristis murdjan,pinecone soldierfish,586833,30.8,30.8,53%,61,100.00,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029929016.1?report=genbank&log$=prottop&blast_rank=59&RID=WF75DNHA016"",""XP_029929016.1"")"
"28S ribosomal protein S15, mitochondrial [Oryzias latipes]",Oryzias latipes,Japanese medaka,8090,30.8,30.8,53%,61,100.00,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023819956.1?report=genbank&log$=prottop&blast_rank=60&RID=WF75DNHA016"",""XP_023819956.1"")"
"28S ribosomal protein S15, mitochondrial isoform X1 [Xenopus tropicalis]",Xenopus tropicalis,tropical clawed frog,8364,30.8,30.8,53%,61,100.00,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012812478.1?report=genbank&log$=prottop&blast_rank=61&RID=WF75DNHA016"",""XP_012812478.1"")"
"28S ribosomal protein S15, mitochondrial [Pygocentrus nattereri]",Pygocentrus nattereri,red-bellied piranha,42514,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017563746.1?report=genbank&log$=prottop&blast_rank=62&RID=WF75DNHA016"",""XP_017563746.1"")"
"LOW QUALITY PROTEIN: 28S ribosomal protein S15, mitochondrial [Oryzias melastigma]",Oryzias melastigma,Indian medaka,30732,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_024124114.1?report=genbank&log$=prottop&blast_rank=63&RID=WF75DNHA016"",""XP_024124114.1"")"
"28S ribosomal protein S15, mitochondrial [Colossoma macropomum]",Colossoma macropomum,tambaqui,42526,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_036442608.1?report=genbank&log$=prottop&blast_rank=64&RID=WF75DNHA016"",""XP_036442608.1"")"
"28S ribosomal protein S15, mitochondrial [Maylandia zebra]",Maylandia zebra,zebra mbuna,106582,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_004551040.1?report=genbank&log$=prottop&blast_rank=65&RID=WF75DNHA016"",""XP_004551040.1"")"
"28S ribosomal protein S15, mitochondrial isoform X1 [Etheostoma spectabile]",Etheostoma spectabile,orangethroat darter,54343,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032373377.1?report=genbank&log$=prottop&blast_rank=66&RID=WF75DNHA016"",""XP_032373377.1"")"
"28S ribosomal protein S15, mitochondrial [Oreochromis aureus]",Oreochromis aureus,Oreochromis aureus,47969,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031596540.1?report=genbank&log$=prottop&blast_rank=67&RID=WF75DNHA016"",""XP_031596540.1"")"
hypothetical protein AMELA_G00078210 [Ameiurus melas],Ameiurus melas,black bullhead,219545,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF4088040.1?report=genbank&log$=prottop&blast_rank=68&RID=WF75DNHA016"",""KAF4088040.1"")"
"28S ribosomal protein S15, mitochondrial isoform X2 [Archocentrus centrarchus]",Archocentrus centrarchus,flier cichlid,63155,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030606029.1?report=genbank&log$=prottop&blast_rank=69&RID=WF75DNHA016"",""XP_030606029.1"")"
"PREDICTED: 28S ribosomal protein S15, mitochondrial [Ictalurus punctatus]",Ictalurus punctatus,channel catfish,7998,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017330993.1?report=genbank&log$=prottop&blast_rank=70&RID=WF75DNHA016"",""XP_017330993.1"")"
"28S ribosomal protein S15, mitochondrial isoform X1 [Fundulus heteroclitus]",Fundulus heteroclitus,mummichog,8078,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012734232.2?report=genbank&log$=prottop&blast_rank=71&RID=WF75DNHA016"",""XP_012734232.2"")"
"28S ribosomal protein S15, mitochondrial [Larimichthys crocea]",Larimichthys crocea,large yellow croaker,215358,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_010729928.1?report=genbank&log$=prottop&blast_rank=72&RID=WF75DNHA016"",""XP_010729928.1"")"
"28S ribosomal protein S15, mitochondrial [Collichthys lucidus]",Collichthys lucidus,big head croaker,240159,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TKS82368.1?report=genbank&log$=prottop&blast_rank=73&RID=WF75DNHA016"",""TKS82368.1"")"
"28S ribosomal protein S15, mitochondrial [Epinephelus lanceolatus]",Epinephelus lanceolatus,giant grouper,310571,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033497165.1?report=genbank&log$=prottop&blast_rank=74&RID=WF75DNHA016"",""XP_033497165.1"")"
"28S ribosomal protein S15, mitochondrial [Larimichthys crocea]",Larimichthys crocea,large yellow croaker,215358,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAE8289072.1?report=genbank&log$=prottop&blast_rank=75&RID=WF75DNHA016"",""KAE8289072.1"")"
"28S ribosomal protein S15, mitochondrial [Collichthys lucidus]",Collichthys lucidus,big head croaker,240159,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TKS82373.1?report=genbank&log$=prottop&blast_rank=76&RID=WF75DNHA016"",""TKS82373.1"")"
"PREDICTED: 28S ribosomal protein S15, mitochondrial [Pundamilia nyererei]",Pundamilia nyererei,Pundamilia nyererei,303518,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_005736163.1?report=genbank&log$=prottop&blast_rank=77&RID=WF75DNHA016"",""XP_005736163.1"")"
"28S ribosomal protein S15, mitochondrial isoform X2 [Etheostoma spectabile]",Etheostoma spectabile,orangethroat darter,54343,30.8,30.8,53%,61,100.00,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032373378.1?report=genbank&log$=prottop&blast_rank=78&RID=WF75DNHA016"",""XP_032373378.1"")"
"PREDICTED: 28S ribosomal protein S15, mitochondrial [Haplochromis burtoni]",Haplochromis burtoni,Burton's mouthbrooder,8153,30.8,30.8,53%,61,100.00,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_005925634.1?report=genbank&log$=prottop&blast_rank=79&RID=WF75DNHA016"",""XP_005925634.1"")"
"28S ribosomal protein S15, mitochondrial [Neolamprologus brichardi]",Neolamprologus brichardi,Neolamprologus brichardi,32507,30.8,30.8,53%,61,100.00,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006791746.1?report=genbank&log$=prottop&blast_rank=80&RID=WF75DNHA016"",""XP_006791746.1"")"
"28S ribosomal protein S15, mitochondrial [Etheostoma cragini]",Etheostoma cragini,Arkansas darter,417921,30.8,30.8,53%,61,100.00,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034729814.1?report=genbank&log$=prottop&blast_rank=81&RID=WF75DNHA016"",""XP_034729814.1"")"
"28S ribosomal protein S15, mitochondrial [Oryzias melastigma]",Oryzias melastigma,Indian medaka,30732,30.8,30.8,53%,61,100.00,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF6714994.1?report=genbank&log$=prottop&blast_rank=82&RID=WF75DNHA016"",""KAF6714994.1"")"
"28S ribosomal protein S15, mitochondrial isoform X2 [Fundulus heteroclitus]",Fundulus heteroclitus,mummichog,8078,30.8,30.8,53%,61,100.00,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035991156.1?report=genbank&log$=prottop&blast_rank=83&RID=WF75DNHA016"",""XP_035991156.1"")"
"28S ribosomal protein S15, mitochondrial [Sander lucioperca]",Sander lucioperca,pike-perch,283035,30.8,30.8,53%,61,100.00,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031145518.1?report=genbank&log$=prottop&blast_rank=84&RID=WF75DNHA016"",""XP_031145518.1"")"
