Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
WecB/TagA/CpsF family glycosyltransferase [Kosmotoga sp. DU53],Kosmotoga sp. DU53,Kosmotoga sp. DU53,1310160,32.5,32.5,93%,15,64.71,248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063728707.1?report=genbank&log$=prottop&blast_rank=11&RID=WF700SC301R"",""WP_063728707.1"")"
dienelactone hydrolase family protein [Staphylococcus haemolyticus],Staphylococcus haemolyticus,Staphylococcus haemolyticus,1283,32.5,32.5,80%,15,84.62,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161510874.1?report=genbank&log$=prottop&blast_rank=12&RID=WF700SC301R"",""WP_161510874.1"")"
hypothetical protein [Planctomycetes bacterium],Planctomycetes bacterium,Planctomycetes bacterium,2026780,32.0,32.0,73%,21,72.73,532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLT78165.1?report=genbank&log$=prottop&blast_rank=13&RID=WF700SC301R"",""NLT78165.1"")"
oligosaccharide repeat unit polymerase [Euryarchaeota archaeon],Euryarchaeota archaeon,Euryarchaeota archaeon,2026739,32.0,32.0,66%,21,90.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RMF89818.1?report=genbank&log$=prottop&blast_rank=14&RID=WF700SC301R"",""RMF89818.1"")"
DUF4249 domain-containing protein [Belliella baltica],Belliella baltica,Belliella baltica,232259,32.0,32.0,73%,21,81.82,279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014773103.1?report=genbank&log$=prottop&blast_rank=15&RID=WF700SC301R"",""WP_014773103.1"")"
hypothetical protein [Bacillus amyloliquefaciens],Bacillus amyloliquefaciens,Bacillus amyloliquefaciens,1390,32.0,32.0,80%,21,71.43,148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_060658129.1?report=genbank&log$=prottop&blast_rank=16&RID=WF700SC301R"",""WP_060658129.1"")"
hypothetical protein [Bacillus licheniformis],Bacillus licheniformis,Bacillus licheniformis,1402,32.0,32.0,80%,21,71.43,148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118382015.1?report=genbank&log$=prottop&blast_rank=17&RID=WF700SC301R"",""WP_118382015.1"")"
hypothetical protein [Bacillus velezensis],Bacillus velezensis,Bacillus velezensis,492670,32.0,32.0,80%,21,71.43,148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_144501832.1?report=genbank&log$=prottop&blast_rank=18&RID=WF700SC301R"",""WP_144501832.1"")"
FAD-dependent oxidoreductase [Reinekea sp. G2M2-21],Reinekea sp. G2M2-21,Reinekea sp. G2M2-21,2788942,31.6,31.6,80%,30,75.00,518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_196158994.1?report=genbank&log$=prottop&blast_rank=19&RID=WF700SC301R"",""WP_196158994.1"")"
diguanylate cyclase [Alkalibaculum sp. M08DMB],Alkalibaculum sp. M08DMB,Alkalibaculum sp. M08DMB,2655001,31.6,31.6,66%,30,90.00,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152803420.1?report=genbank&log$=prottop&blast_rank=20&RID=WF700SC301R"",""WP_152803420.1"")"
PREDICTED: scaffold protein salvador-like isoform X1 [Polistes dominula],Polistes dominula,European paper wasp,743375,31.6,31.6,100%,30,60.00,410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015179950.1?report=genbank&log$=prottop&blast_rank=21&RID=WF700SC301R"",""XP_015179950.1"")"
PREDICTED: scaffold protein salvador-like isoform X2 [Polistes dominula],Polistes dominula,European paper wasp,743375,31.6,31.6,100%,30,60.00,408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_015179951.1?report=genbank&log$=prottop&blast_rank=22&RID=WF700SC301R"",""XP_015179951.1"")"
hypothetical protein L198_07408 [Cryptococcus wingfieldii CBS 7118],Cryptococcus wingfieldii CBS 7118,Cryptococcus wingfieldii CBS 7118,1295528,31.6,31.6,86%,30,71.43,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019028658.1?report=genbank&log$=prottop&blast_rank=23&RID=WF700SC301R"",""XP_019028658.1"")"
hypothetical protein L198_07404 [Cryptococcus wingfieldii CBS 7118],Cryptococcus wingfieldii CBS 7118,Cryptococcus wingfieldii CBS 7118,1295528,31.6,31.6,86%,30,71.43,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_019028654.1?report=genbank&log$=prottop&blast_rank=24&RID=WF700SC301R"",""XP_019028654.1"")"
AraC family transcriptional regulator [Nocardia cyriacigeorgica],Nocardia cyriacigeorgica,Nocardia cyriacigeorgica,135487,31.6,31.6,73%,30,83.33,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014351175.1?report=genbank&log$=prottop&blast_rank=25&RID=WF700SC301R"",""WP_014351175.1"")"
MULTISPECIES: methyltransferase domain-containing protein [Leptospirillum],Leptospirillum,Leptospirillum,179,31.6,31.6,86%,30,62.50,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014960933.1?report=genbank&log$=prottop&blast_rank=26&RID=WF700SC301R"",""WP_014960933.1"")"
FAD-dependent oxidoreductase [Reinekea forsetii],Reinekea forsetii,Reinekea forsetii,1336806,31.2,31.2,80%,43,75.00,530,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100256203.1?report=genbank&log$=prottop&blast_rank=27&RID=WF700SC301R"",""WP_100256203.1"")"
AraC family transcriptional regulator ligand-binding domain-containing protein [Nocardia gipuzkoensis],Nocardia sp. 234509,Nocardia sp. 234509,2749991,31.2,31.2,86%,43,78.57,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_181718836.1?report=genbank&log$=prottop&blast_rank=28&RID=WF700SC301R"",""WP_181718836.1"")"
AraC family transcriptional regulator [Nocardia abscessus],Nocardia abscessus,Nocardia abscessus,120957,31.2,31.2,86%,43,78.57,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_043695955.1?report=genbank&log$=prottop&blast_rank=29&RID=WF700SC301R"",""WP_043695955.1"")"
AraC family transcriptional regulator ligand-binding domain-containing protein [Nocardia abscessus],Nocardia abscessus,Nocardia abscessus,120957,31.2,31.2,86%,43,78.57,340,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195149456.1?report=genbank&log$=prottop&blast_rank=30&RID=WF700SC301R"",""WP_195149456.1"")"
AraC family transcriptional regulator ligand-binding domain-containing protein [Nocardia abscessus],Nocardia abscessus,Nocardia abscessus,120957,31.2,31.2,86%,43,78.57,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195064677.1?report=genbank&log$=prottop&blast_rank=31&RID=WF700SC301R"",""WP_195064677.1"")"
AraC family transcriptional regulator ligand-binding domain-containing protein [Nocardia abscessus],Nocardia abscessus,Nocardia abscessus,120957,31.2,31.2,86%,43,78.57,337,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195096811.1?report=genbank&log$=prottop&blast_rank=32&RID=WF700SC301R"",""WP_195096811.1"")"
SRPBCC family protein [Thiocapsa roseopersicina],Thiocapsa roseopersicina,Thiocapsa roseopersicina,1058,31.2,31.2,86%,43,71.43,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093035584.1?report=genbank&log$=prottop&blast_rank=33&RID=WF700SC301R"",""WP_093035584.1"")"
SRPBCC family protein [Thiocapsa rosea],Thiocapsa rosea,Thiocapsa rosea,69360,31.2,31.2,86%,43,71.43,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_170164831.1?report=genbank&log$=prottop&blast_rank=34&RID=WF700SC301R"",""WP_170164831.1"")"
hypothetical protein [Microbacteriaceae bacterium VKM Ac-2854],Microbacteriaceae bacterium VKM Ac-2854,Microbacteriaceae bacterium VKM Ac-2854,2739023,31.2,31.2,86%,43,73.33,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQX29924.1?report=genbank&log$=prottop&blast_rank=35&RID=WF700SC301R"",""NQX29924.1"")"
hypothetical protein [Crocinitomicaceae bacterium],Crocinitomicaceae bacterium,Crocinitomicaceae bacterium,2026728,31.2,31.2,86%,43,78.57,188,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBM77802.1?report=genbank&log$=prottop&blast_rank=36&RID=WF700SC301R"",""MBM77802.1"")"
hypothetical protein [Theileria parva strain Muguga],Theileria parva strain Muguga,Theileria parva strain Muguga,333668,30.8,30.8,80%,61,75.00,1154,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_763286.1?report=genbank&log$=prottop&blast_rank=37&RID=WF700SC301R"",""XP_763286.1"")"
TPA: hypothetical protein [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,30.8,30.8,66%,61,90.00,1077,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCN38193.1?report=genbank&log$=prottop&blast_rank=38&RID=WF700SC301R"",""HCN38193.1"")"
T9SS type A sorting domain-containing protein [Ignavibacteria bacterium],Ignavibacteria bacterium,Ignavibacteria bacterium,2053306,30.8,30.8,66%,61,90.00,1077,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE2256776.1?report=genbank&log$=prottop&blast_rank=39&RID=WF700SC301R"",""MBE2256776.1"")"
TPA: hypothetical protein [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,30.8,30.8,66%,61,90.00,1004,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HCA42784.1?report=genbank&log$=prottop&blast_rank=40&RID=WF700SC301R"",""HCA42784.1"")"
TonB-dependent receptor [Catenovulum sediminis],Catenovulum sediminis,Catenovulum sediminis,1740262,30.8,30.8,86%,61,78.57,707,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_143871100.1?report=genbank&log$=prottop&blast_rank=41&RID=WF700SC301R"",""WP_143871100.1"")"
hypothetical protein [Azospirillum baldaniorum],Azospirillum brasilense Sp245,Azospirillum brasilense Sp245,1064539,30.8,30.8,73%,61,81.82,396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_186466559.1?report=genbank&log$=prottop&blast_rank=42&RID=WF700SC301R"",""WP_186466559.1"")"
hypothetical protein GCK72_008653 [Caenorhabditis remanei],Caenorhabditis remanei,Caenorhabditis remanei,31234,30.8,30.8,73%,61,71.43,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF1760404.1?report=genbank&log$=prottop&blast_rank=43&RID=WF700SC301R"",""KAF1760404.1"")"
ABC transporter permease [Hahellaceae bacterium],Hahellaceae bacterium,Hahellaceae bacterium,2048971,30.8,30.8,66%,61,90.00,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MAM86801.1?report=genbank&log$=prottop&blast_rank=44&RID=WF700SC301R"",""MAM86801.1"")"
hypothetical protein OA86_12015 [Chryseobacterium jeonii],Chryseobacterium jeonii,Chryseobacterium jeonii,266749,30.8,30.8,100%,61,53.33,89,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KIA88237.1?report=genbank&log$=prottop&blast_rank=45&RID=WF700SC301R"",""KIA88237.1"")"
TonB-dependent receptor [Hydrogenophilaceae bacterium],Hydrogenophilaceae bacterium,Hydrogenophilaceae bacterium,2723029,30.3,30.3,86%,86,76.92,822,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWG52840.1?report=genbank&log$=prottop&blast_rank=46&RID=WF700SC301R"",""NWG52840.1"")"
PilZ domain-containing protein [Aeromonas cavernicola],Aeromonas cavernicola,Aeromonas cavernicola,1006623,30.3,30.3,93%,86,64.29,792,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_100294653.1?report=genbank&log$=prottop&blast_rank=47&RID=WF700SC301R"",""WP_100294653.1"")"
hypothetical protein C2G38_2042939 [Gigaspora rosea],Gigaspora rosea,Gigaspora rosea,44941,30.3,30.3,80%,86,75.00,790,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RIB11104.1?report=genbank&log$=prottop&blast_rank=48&RID=WF700SC301R"",""RIB11104.1"")"
prolyl oligopeptidase family serine peptidase [Undibacterium sp. B2R-29],Undibacterium sp. B2R-29,Undibacterium sp. B2R-29,2528175,30.3,30.3,80%,86,58.82,724,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162021619.1?report=genbank&log$=prottop&blast_rank=49&RID=WF700SC301R"",""WP_162021619.1"")"
FAD-dependent oxidoreductase [Actinobacteria bacterium],Actinobacteria bacterium,Actinobacteria bacterium,1883427,30.3,30.3,66%,86,90.00,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC8389756.1?report=genbank&log$=prottop&blast_rank=50&RID=WF700SC301R"",""MBC8389756.1"")"
oligoendopeptidase F [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,30.3,30.3,93%,86,56.00,602,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NWG19281.1?report=genbank&log$=prottop&blast_rank=51&RID=WF700SC301R"",""NWG19281.1"")"
Tyrosinase co-factor MelC1 [Sinosporangium album],Sinosporangium album,Sinosporangium album,504805,30.3,30.3,66%,86,76.92,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/SDH28872.1?report=genbank&log$=prottop&blast_rank=52&RID=WF700SC301R"",""SDH28872.1"")"
tyrosinase family protein [Sinosporangium album],Sinosporangium album,Sinosporangium album,504805,30.3,30.3,66%,86,76.92,411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093171289.1?report=genbank&log$=prottop&blast_rank=53&RID=WF700SC301R"",""WP_093171289.1"")"
MFS transporter [Nitrospirae bacterium],Nitrospirae bacterium,Nitrospirae bacterium,2026887,30.3,30.3,80%,86,75.00,392,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TAJ99353.1?report=genbank&log$=prottop&blast_rank=54&RID=WF700SC301R"",""TAJ99353.1"")"
type IV secretion system protein [Luteibacter jiangsuensis],Luteibacter jiangsuensis,Luteibacter jiangsuensis,637577,30.3,30.3,80%,86,75.00,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167129406.1?report=genbank&log$=prottop&blast_rank=55&RID=WF700SC301R"",""WP_167129406.1"")"
type IV secretion system protein [Lutibacter sp. SG786],Lutibacter sp. SG786,Lutibacter sp. SG786,2587130,30.3,30.3,80%,86,75.00,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167022766.1?report=genbank&log$=prottop&blast_rank=56&RID=WF700SC301R"",""WP_167022766.1"")"
type IV secretion system protein [Luteibacter pinisoli],Luteibacter pinisoli,Luteibacter pinisoli,2589080,30.3,30.3,80%,86,75.00,362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_139980916.1?report=genbank&log$=prottop&blast_rank=57&RID=WF700SC301R"",""WP_139980916.1"")"
MULTISPECIES: AI-2E family transporter [Paenibacillus],Paenibacillus,Paenibacillus,44249,30.3,30.3,66%,86,80.00,361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017426473.1?report=genbank&log$=prottop&blast_rank=58&RID=WF700SC301R"",""WP_017426473.1"")"
hypothetical protein A3D92_08875 [Bacteroidetes bacterium RIFCSPHIGHO2_02_FULL_44_7],Bacteroidetes bacterium RIFCSPHIGHO2_02_FULL_44_7,Bacteroidetes bacterium RIFCSPHIGHO2_02_FULL_44_7,1797361,30.3,30.3,80%,86,75.00,309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OFZ27360.1?report=genbank&log$=prottop&blast_rank=59&RID=WF700SC301R"",""OFZ27360.1"")"
GNAT family N-acetyltransferase [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,30.3,30.3,53%,86,100.00,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA0265275.1?report=genbank&log$=prottop&blast_rank=60&RID=WF700SC301R"",""KAA0265275.1"")"
hypothetical protein Fcan01_26656 [Folsomia candida],Folsomia candida,Folsomia candida,158441,30.3,30.3,66%,86,90.00,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OXA38711.1?report=genbank&log$=prottop&blast_rank=61&RID=WF700SC301R"",""OXA38711.1"")"
TPA: carboxylesterase [Erysipelotrichaceae bacterium],Erysipelotrichaceae bacterium,Erysipelotrichaceae bacterium,2049044,30.3,30.3,80%,86,69.23,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBS91363.1?report=genbank&log$=prottop&blast_rank=62&RID=WF700SC301R"",""HBS91363.1"")"
hypothetical protein E6J71_09995 [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,2026735,30.3,30.3,73%,86,62.50,185,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMB20066.1?report=genbank&log$=prottop&blast_rank=63&RID=WF700SC301R"",""TMB20066.1"")"
hypothetical protein [Nitrospinae bacterium],Nitrospinae bacterium,Nitrospinae bacterium,2026769,30.3,30.3,73%,86,81.82,149,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBR34947.1?report=genbank&log$=prottop&blast_rank=64&RID=WF700SC301R"",""MBR34947.1"")"
hypothetical protein C0610_16320 [Desulfobacteraceae bacterium],Desulfobacteraceae bacterium,Desulfobacteraceae bacterium,2049433,30.3,30.3,86%,86,76.92,146,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNV84220.1?report=genbank&log$=prottop&blast_rank=65&RID=WF700SC301R"",""PNV84220.1"")"
hypothetical protein E6J77_16480 [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,2026735,30.3,30.3,73%,86,62.50,138,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMA81791.1?report=genbank&log$=prottop&blast_rank=66&RID=WF700SC301R"",""TMA81791.1"")"
diguanylate cyclase [Inhella inkyongensis],Inhella inkyongensis,Inhella inkyongensis,392593,29.9,29.9,86%,121,69.23,1672,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_175423727.1?report=genbank&log$=prottop&blast_rank=67&RID=WF700SC301R"",""WP_175423727.1"")"
uncharacterized protein BDZ99DRAFT_442610 [Mytilinidion resinicola],Mytilinidion resinicola,Mytilinidion resinicola,574789,29.9,29.9,73%,121,68.75,1660,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033577070.1?report=genbank&log$=prottop&blast_rank=68&RID=WF700SC301R"",""XP_033577070.1"")"
TonB-dependent receptor [Oleiharenicola lentus],Lacunisphaera sp. TWA-58,Lacunisphaera sp. TWA-58,2508720,29.9,29.9,80%,121,75.00,985,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RXK54621.1?report=genbank&log$=prottop&blast_rank=69&RID=WF700SC301R"",""RXK54621.1"")"
carboxypeptidase regulatory-like domain-containing protein [Oleiharenicola lentus],Lacunisphaera sp. TWA-58,Lacunisphaera sp. TWA-58,2508720,29.9,29.9,80%,121,75.00,959,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_164975979.1?report=genbank&log$=prottop&blast_rank=70&RID=WF700SC301R"",""WP_164975979.1"")"
hypothetical protein BWY17_02295 [Deltaproteobacteria bacterium ADurb.Bin207],Deltaproteobacteria bacterium ADurb.Bin207,Deltaproteobacteria bacterium ADurb.Bin207,1852869,29.9,29.9,86%,121,76.92,786,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OQB15117.1?report=genbank&log$=prottop&blast_rank=71&RID=WF700SC301R"",""OQB15117.1"")"
CHAT domain-containing protein [Vibrio harveyi],Vibrio harveyi,Vibrio harveyi,669,29.9,29.9,80%,121,75.00,767,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074051648.1?report=genbank&log$=prottop&blast_rank=72&RID=WF700SC301R"",""WP_074051648.1"")"
hypothetical protein CGJ42_11045 [Vibrio parahaemolyticus],Vibrio parahaemolyticus,Vibrio parahaemolyticus,670,29.9,29.9,80%,121,75.00,767,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TOE52034.1?report=genbank&log$=prottop&blast_rank=73&RID=WF700SC301R"",""TOE52034.1"")"
CHAT domain-containing protein [Vibrio parahaemolyticus],Vibrio parahaemolyticus,Vibrio parahaemolyticus,670,29.9,29.9,80%,121,75.00,767,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_140112214.1?report=genbank&log$=prottop&blast_rank=74&RID=WF700SC301R"",""WP_140112214.1"")"
CHAT domain-containing protein [Vibrio parahaemolyticus],Vibrio parahaemolyticus,Vibrio parahaemolyticus,670,29.9,29.9,80%,121,75.00,733,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_180801930.1?report=genbank&log$=prottop&blast_rank=75&RID=WF700SC301R"",""WP_180801930.1"")"
outer membrane vitamin B12 receptor protein [Pedobacter sp. BAL39],Pedobacter sp. BAL39,Pedobacter sp. BAL39,391596,29.9,29.9,73%,121,83.33,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EDM34184.1?report=genbank&log$=prottop&blast_rank=76&RID=WF700SC301R"",""EDM34184.1"")"
TonB-dependent receptor [Pedobacter sp. BAL39],Pedobacter sp. BAL39,Pedobacter sp. BAL39,391596,29.9,29.9,73%,121,83.33,655,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157274182.1?report=genbank&log$=prottop&blast_rank=77&RID=WF700SC301R"",""WP_157274182.1"")"
DUF262 domain-containing protein [Conchiformibius steedae],Conchiformibius steedae,Conchiformibius steedae,153493,29.9,29.9,80%,121,52.63,594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_124795194.1?report=genbank&log$=prottop&blast_rank=78&RID=WF700SC301R"",""WP_124795194.1"")"
hypothetical protein CGH84_19115 [Vibrio parahaemolyticus],Vibrio parahaemolyticus,Vibrio parahaemolyticus,670,29.9,29.9,80%,121,75.00,589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TOM15832.1?report=genbank&log$=prottop&blast_rank=79&RID=WF700SC301R"",""TOM15832.1"")"
type I secretion system permease/ATPase [Vibrio sp. Sal10],Vibrio sp. Sal10,Vibrio sp. Sal10,2777577,29.9,29.9,66%,121,58.82,585,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192892115.1?report=genbank&log$=prottop&blast_rank=80&RID=WF700SC301R"",""WP_192892115.1"")"
type I secretion system permease/ATPase [Vibrio gigantis],Vibrio gigantis,Vibrio gigantis,296199,29.9,29.9,66%,121,58.82,585,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_086713977.1?report=genbank&log$=prottop&blast_rank=81&RID=WF700SC301R"",""WP_086713977.1"")"
type I secretion system permease/ATPase [Vibrio tasmaniensis],Vibrio tasmaniensis,Vibrio tasmaniensis,212663,29.9,29.9,66%,121,58.82,585,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_135381833.1?report=genbank&log$=prottop&blast_rank=82&RID=WF700SC301R"",""WP_135381833.1"")"
CHAT domain-containing protein [Vibrio parahaemolyticus],Vibrio parahaemolyticus,Vibrio parahaemolyticus,670,29.9,29.9,80%,121,75.00,576,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_140164042.1?report=genbank&log$=prottop&blast_rank=83&RID=WF700SC301R"",""WP_140164042.1"")"
type I secretion system permease/ATPase [Vibrio tetraodonis],Vibrio sp. A511,Vibrio sp. A511,2231647,29.9,29.9,66%,121,58.82,571,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114787562.1?report=genbank&log$=prottop&blast_rank=84&RID=WF700SC301R"",""WP_114787562.1"")"
MULTISPECIES: type I secretion system permease/ATPase [Vibrio],Vibrio,Vibrio,662,29.9,29.9,66%,121,58.82,568,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_150869494.1?report=genbank&log$=prottop&blast_rank=85&RID=WF700SC301R"",""WP_150869494.1"")"
