Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
SARS CoV S protein [Expression vector pHCMV-SARS-S (FFM-1)],Expression vector pHCMV-SARS-S (FFM-1),Expression vector pHCMV-SARS-S (FFM-1),268479,40.5,40.5,100%,0.008,90.00,1255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAS75868.1?report=genbank&log$=prottop&blast_rank=15&RID=WY7SFBG3013"",""AAS75868.1"")"
spike S [synthetic construct],synthetic construct,synthetic construct,32630,40.5,40.5,100%,0.008,90.00,1255,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ABY85258.1?report=genbank&log$=prottop&blast_rank=16&RID=WY7SFBG3013"",""ABY85258.1"")"
spike glycoprotein [recombinant coronavirus],recombinant coronavirus,recombinant coronavirus,575864,40.5,40.5,100%,0.008,90.00,1242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ACJ60694.1?report=genbank&log$=prottop&blast_rank=17&RID=WY7SFBG3013"",""ACJ60694.1"")"
S protein [Cloning vector pD-BCoV1],Cloning vector pD-BCoV1,Cloning vector pD-BCoV1,2778733,35.8,35.8,100%,0.36,75.00,1363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOJ44113.1?report=genbank&log$=prottop&blast_rank=18&RID=WY7SFBG3013"",""QOJ44113.1"")"
spike protein [Cloning vector pD-mBCoVDeltaHE],Cloning vector pD-mBCoVDeltaHE,Cloning vector pD-mBCoVDeltaHE,2778734,35.8,35.8,100%,0.36,75.00,1321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOJ44123.1?report=genbank&log$=prottop&blast_rank=19&RID=WY7SFBG3013"",""QOJ44123.1"")"
spike protein [synthetic construct],synthetic construct,synthetic construct,32630,35.8,35.8,100%,0.36,75.00,1165,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AMK49144.1?report=genbank&log$=prottop&blast_rank=20&RID=WY7SFBG3013"",""AMK49144.1"")"
spike protein [RNA transcription vector pBRDI1],RNA transcription vector pBRDI1,RNA transcription vector pBRDI1,222558,34.1,34.1,80%,1.4,87.50,1452,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAO59459.1?report=genbank&log$=prottop&blast_rank=21&RID=WY7SFBG3013"",""AAO59459.1"")"
spike glycoprotein [synthetic construct],synthetic construct,synthetic construct,32630,34.1,34.1,80%,1.4,87.50,1324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAX23977.1?report=genbank&log$=prottop&blast_rank=22&RID=WY7SFBG3013"",""AAX23977.1"")"
hybrid spike protein [RNA transcription vector pBRDI2],RNA transcription vector pBRDI2,RNA transcription vector pBRDI2,223439,34.1,34.1,80%,1.4,87.50,1324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AAO59467.1?report=genbank&log$=prottop&blast_rank=23&RID=WY7SFBG3013"",""AAO59467.1"")"
hypothetical protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,2026735,33.7,33.7,90%,2.0,88.89,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLI32291.1?report=genbank&log$=prottop&blast_rank=24&RID=WY7SFBG3013"",""NLI32291.1"")"
"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform X1 [Monopterus albus]",Monopterus albus,swamp eel,43700,32.9,32.9,80%,4.1,87.50,1037,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_020475540.1?report=genbank&log$=prottop&blast_rank=25&RID=WY7SFBG3013"",""XP_020475540.1"")"
"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform isoform X2 [Monopterus albus]",Monopterus albus,swamp eel,43700,32.9,32.9,80%,4.1,87.50,1036,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_020475549.1?report=genbank&log$=prottop&blast_rank=26&RID=WY7SFBG3013"",""XP_020475549.1"")"
hypothetical protein DRP64_06585 [Verrucomicrobia bacterium],Verrucomicrobia bacterium,Verrucomicrobia bacterium,2026799,32.9,32.9,80%,4.1,87.50,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RKX44426.1?report=genbank&log$=prottop&blast_rank=27&RID=WY7SFBG3013"",""RKX44426.1"")"
DUF2235 domain-containing protein [Amylibacter cionae],Amylibacter cionae,Amylibacter cionae,2035344,32.5,32.5,90%,5.8,66.67,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188678814.1?report=genbank&log$=prottop&blast_rank=28&RID=WY7SFBG3013"",""WP_188678814.1"")"
YybS family protein [Firmicutes bacterium],Firmicutes bacterium,Firmicutes bacterium,1879010,32.5,32.5,80%,5.8,88.89,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLY11836.1?report=genbank&log$=prottop&blast_rank=29&RID=WY7SFBG3013"",""NLY11836.1"")"
hypothetical protein CMR00_09575 [Chlorobium sp. 445],Chlorobium sp. 445,Chlorobium sp. 445,2033588,32.5,32.5,80%,6.1,88.89,100,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PIO47543.1?report=genbank&log$=prottop&blast_rank=30&RID=WY7SFBG3013"",""PIO47543.1"")"
sodium-dependent transporter [Raoultibacter massiliensis],Raoultibacter massiliensis,Raoultibacter massiliensis,1852371,32.0,32.0,100%,8.2,80.00,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102376127.1?report=genbank&log$=prottop&blast_rank=31&RID=WY7SFBG3013"",""WP_102376127.1"")"
sodium-dependent transporter [Raoultibacter timonensis],Raoultibacter timonensis,Raoultibacter timonensis,1907662,32.0,32.0,100%,8.2,80.00,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_102379433.1?report=genbank&log$=prottop&blast_rank=32&RID=WY7SFBG3013"",""WP_102379433.1"")"
sodium-dependent transporter [Anaeromassilibacillus sp. Marseille-P3371],Anaeromassilibacillus sp. Marseille-P3371,Anaeromassilibacillus sp. Marseille-P3371,1944639,31.6,31.6,100%,12,80.00,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054324261.1?report=genbank&log$=prottop&blast_rank=33&RID=WY7SFBG3013"",""WP_054324261.1"")"
MULTISPECIES: sodium-dependent transporter [unclassified Anaeromassilibacillus],unclassified Anaeromassilibacillus,unclassified Anaeromassilibacillus,2625359,31.6,31.6,100%,12,80.00,460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_087232483.1?report=genbank&log$=prottop&blast_rank=34&RID=WY7SFBG3013"",""WP_087232483.1"")"
RIP metalloprotease RseP [Parcubacteria group bacterium CG23_combo_of_CG06-09_8_20_14_all_35_9],Parcubacteria group bacterium CG23_combo_of_CG06-09_8_20_14_all_35_9,Parcubacteria group bacterium CG23_combo_of_CG06-09_8_20_14_all_35_9,2014336,31.6,31.6,80%,12,80.00,385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PIP17521.1?report=genbank&log$=prottop&blast_rank=35&RID=WY7SFBG3013"",""PIP17521.1"")"
hypothetical protein IF1G_10221 [Cordyceps javanica],Cordyceps javanica,Cordyceps javanica,43265,31.2,57.7,80%,16,66.67,644,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TQV90986.1?report=genbank&log$=prottop&blast_rank=36&RID=WY7SFBG3013"",""TQV90986.1"")"
DUF2235 domain-containing protein [Roseobacter sp. MH60115],Roseobacter sp. MH60115,Roseobacter sp. MH60115,2785324,31.2,31.2,70%,16,85.71,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195822603.1?report=genbank&log$=prottop&blast_rank=37&RID=WY7SFBG3013"",""WP_195822603.1"")"
hypothetical protein NA56DRAFT_692073 [Pezoloma ericae],Pezoloma ericae,Pezoloma ericae,1745343,31.2,31.2,70%,17,100.00,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PMD17134.1?report=genbank&log$=prottop&blast_rank=38&RID=WY7SFBG3013"",""PMD17134.1"")"
type II secretion system F family protein [Terrilactibacillus sp. BCM23-1],Terrilactibacillus sp. BCM23-1,Terrilactibacillus sp. BCM23-1,2599694,31.2,31.2,70%,17,100.00,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155218067.1?report=genbank&log$=prottop&blast_rank=39&RID=WY7SFBG3013"",""WP_155218067.1"")"
type II secretion system F family protein [Terrilactibacillus laevilacticus],Terrilactibacillus laevilacticus,Terrilactibacillus laevilacticus,1380157,31.2,31.2,70%,17,100.00,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141190061.1?report=genbank&log$=prottop&blast_rank=40&RID=WY7SFBG3013"",""WP_141190061.1"")"
unnamed protein product [Cyprideis torosa],Cyprideis torosa,Cyprideis torosa,163714,31.2,31.2,70%,17,100.00,217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CAD7237004.1?report=genbank&log$=prottop&blast_rank=41&RID=WY7SFBG3013"",""CAD7237004.1"")"
hypothetical protein AUG84_00110 [Chloroflexi bacterium 13_1_20CM_4_66_7],Chloroflexi bacterium 13_1_20CM_4_66_7,Chloroflexi bacterium 13_1_20CM_4_66_7,1805062,31.2,31.2,70%,17,100.00,203,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OLD92948.1?report=genbank&log$=prottop&blast_rank=42&RID=WY7SFBG3013"",""OLD92948.1"")"
hypothetical protein E6H97_06700 [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,31.2,31.2,70%,17,100.00,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMG27420.1?report=genbank&log$=prottop&blast_rank=43&RID=WY7SFBG3013"",""TMG27420.1"")"
hypothetical protein E6I98_00790 [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,31.2,31.2,70%,17,100.00,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMD21966.1?report=genbank&log$=prottop&blast_rank=44&RID=WY7SFBG3013"",""TMD21966.1"")"
hypothetical protein E6I42_09250 [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,31.2,31.2,70%,17,100.00,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMF02738.1?report=genbank&log$=prottop&blast_rank=45&RID=WY7SFBG3013"",""TMF02738.1"")"
hypothetical protein E6J30_05625 [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,31.2,31.2,70%,17,100.00,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMC08433.1?report=genbank&log$=prottop&blast_rank=46&RID=WY7SFBG3013"",""TMC08433.1"")"
hypothetical protein E6I96_05690 [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,31.2,31.2,70%,17,100.00,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TMD16042.1?report=genbank&log$=prottop&blast_rank=47&RID=WY7SFBG3013"",""TMD16042.1"")"
TPA: hypothetical protein [Firmicutes bacterium],Firmicutes bacterium,Firmicutes bacterium,1879010,31.2,31.2,70%,17,100.00,166,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGE97630.1?report=genbank&log$=prottop&blast_rank=48&RID=WY7SFBG3013"",""HGE97630.1"")"
hypothetical protein [Microbacterium rhizomatis],Microbacterium rhizomatis,Microbacterium rhizomatis,1631477,31.2,31.2,90%,17,75.00,142,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_150447506.1?report=genbank&log$=prottop&blast_rank=49&RID=WY7SFBG3013"",""WP_150447506.1"")"
hypothetical protein [Symploca sp. SIO1C4],Symploca sp. SIO1C4,Symploca sp. SIO1C4,2607765,31.2,31.2,70%,17,100.00,114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NER26539.1?report=genbank&log$=prottop&blast_rank=50&RID=WY7SFBG3013"",""NER26539.1"")"
hypothetical protein [Symploca sp. SIO2E9],Symploca sp. SIO2E9,Symploca sp. SIO2E9,2607812,31.2,31.2,70%,17,100.00,114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NEO99586.1?report=genbank&log$=prottop&blast_rank=51&RID=WY7SFBG3013"",""NEO99586.1"")"
hypothetical protein [Okeania sp. SIO2C9],Okeania sp. SIO2C9,Okeania sp. SIO2C9,2607791,31.2,31.2,70%,17,100.00,114,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NEQ78607.1?report=genbank&log$=prottop&blast_rank=52&RID=WY7SFBG3013"",""NEQ78607.1"")"
Oxygen tolerance [Verrucomicrobia bacterium],Verrucomicrobia bacterium,Verrucomicrobia bacterium,2026799,30.8,30.8,80%,23,87.50,886,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RFC48760.1?report=genbank&log$=prottop&blast_rank=53&RID=WY7SFBG3013"",""RFC48760.1"")"
hypothetical protein E5Q_03544 [Mixia osmundae IAM 14324],Mixia osmundae IAM 14324,Mixia osmundae IAM 14324,764103,30.8,30.8,70%,23,100.00,689,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAA96871.1?report=genbank&log$=prottop&blast_rank=54&RID=WY7SFBG3013"",""GAA96871.1"")"
phospholipid carrier-dependent glycosyltransferase [Chloroflexi bacterium],Chloroflexi bacterium,Chloroflexi bacterium,2026724,30.8,30.8,60%,23,100.00,689,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NBD35883.1?report=genbank&log$=prottop&blast_rank=55&RID=WY7SFBG3013"",""NBD35883.1"")"
glycosyltransferase family 22 protein [Mixia osmundae IAM 14324],Mixia osmundae IAM 14324,Mixia osmundae IAM 14324,764103,30.8,30.8,70%,23,100.00,670,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_014567280.1?report=genbank&log$=prottop&blast_rank=56&RID=WY7SFBG3013"",""XP_014567280.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYV64041.1?report=genbank&log$=prottop&blast_rank=57&RID=WY7SFBG3013"",""CYV64041.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYT98901.1?report=genbank&log$=prottop&blast_rank=58&RID=WY7SFBG3013"",""CYT98901.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYW42217.1?report=genbank&log$=prottop&blast_rank=59&RID=WY7SFBG3013"",""CYW42217.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU37433.1?report=genbank&log$=prottop&blast_rank=60&RID=WY7SFBG3013"",""CYU37433.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYV49002.1?report=genbank&log$=prottop&blast_rank=61&RID=WY7SFBG3013"",""CYV49002.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU83881.1?report=genbank&log$=prottop&blast_rank=62&RID=WY7SFBG3013"",""CYU83881.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU24990.1?report=genbank&log$=prottop&blast_rank=63&RID=WY7SFBG3013"",""CYU24990.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYV66386.1?report=genbank&log$=prottop&blast_rank=64&RID=WY7SFBG3013"",""CYV66386.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYW81502.1?report=genbank&log$=prottop&blast_rank=65&RID=WY7SFBG3013"",""CYW81502.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU38493.1?report=genbank&log$=prottop&blast_rank=66&RID=WY7SFBG3013"",""CYU38493.1"")"
polysaccharide biosynthesis protein [Streptococcus suis ST3],Streptococcus suis ST3,Streptococcus suis ST3,1007064,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AEB81117.1?report=genbank&log$=prottop&blast_rank=67&RID=WY7SFBG3013"",""AEB81117.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYV48554.1?report=genbank&log$=prottop&blast_rank=68&RID=WY7SFBG3013"",""CYV48554.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYV46702.1?report=genbank&log$=prottop&blast_rank=69&RID=WY7SFBG3013"",""CYV46702.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU64257.1?report=genbank&log$=prottop&blast_rank=70&RID=WY7SFBG3013"",""CYU64257.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU61876.1?report=genbank&log$=prottop&blast_rank=71&RID=WY7SFBG3013"",""CYU61876.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BCK45088.1?report=genbank&log$=prottop&blast_rank=72&RID=WY7SFBG3013"",""BCK45088.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYX11195.1?report=genbank&log$=prottop&blast_rank=73&RID=WY7SFBG3013"",""CYX11195.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/BCK43038.1?report=genbank&log$=prottop&blast_rank=74&RID=WY7SFBG3013"",""BCK43038.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYX50025.1?report=genbank&log$=prottop&blast_rank=75&RID=WY7SFBG3013"",""CYX50025.1"")"
polysaccharide biosynthesis protein [Streptococcus suis 89/1591],Streptococcus suis 89/1591,Streptococcus suis 89/1591,286604,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EEF63891.1?report=genbank&log$=prottop&blast_rank=76&RID=WY7SFBG3013"",""EEF63891.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYV16933.1?report=genbank&log$=prottop&blast_rank=77&RID=WY7SFBG3013"",""CYV16933.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU58793.1?report=genbank&log$=prottop&blast_rank=78&RID=WY7SFBG3013"",""CYU58793.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYV95986.1?report=genbank&log$=prottop&blast_rank=79&RID=WY7SFBG3013"",""CYV95986.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU18024.1?report=genbank&log$=prottop&blast_rank=80&RID=WY7SFBG3013"",""CYU18024.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU89494.1?report=genbank&log$=prottop&blast_rank=81&RID=WY7SFBG3013"",""CYU89494.1"")"
polysaccharide biosynthesis protein [Streptococcus suis D9],Streptococcus suis D9,Streptococcus suis D9,1005042,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AER16893.1?report=genbank&log$=prottop&blast_rank=82&RID=WY7SFBG3013"",""AER16893.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYX09816.1?report=genbank&log$=prottop&blast_rank=83&RID=WY7SFBG3013"",""CYX09816.1"")"
"Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids [Streptococcus suis TL13]",Streptococcus suis TL13,Streptococcus suis TL13,1276647,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/AGL47599.1?report=genbank&log$=prottop&blast_rank=84&RID=WY7SFBG3013"",""AGL47599.1"")"
polysaccharide biosynthesis protein [Streptococcus suis],Streptococcus suis,Streptococcus suis,1307,30.8,30.8,70%,23,100.00,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CYU14381.1?report=genbank&log$=prottop&blast_rank=85&RID=WY7SFBG3013"",""CYU14381.1"")"
