Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"28S ribosomal protein S15, mitochondrial [Pangasianodon hypophthalmus]",Pangasianodon hypophthalmus,striped catfish,310915,30.8,30.8,53%,61,100.00,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_026782582.1?report=genbank&log$=prottop&blast_rank=58&RID=WEBZDD7A016"",""XP_026782582.1"")"
"28S ribosomal protein S15, mitochondrial [Myripristis murdjan]",Myripristis murdjan,pinecone soldierfish,586833,30.8,30.8,53%,61,100.00,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_029929016.1?report=genbank&log$=prottop&blast_rank=59&RID=WEBZDD7A016"",""XP_029929016.1"")"
"28S ribosomal protein S15, mitochondrial [Oryzias latipes]",Oryzias latipes,Japanese medaka,8090,30.8,30.8,53%,61,100.00,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023819956.1?report=genbank&log$=prottop&blast_rank=60&RID=WEBZDD7A016"",""XP_023819956.1"")"
"28S ribosomal protein S15, mitochondrial isoform X1 [Xenopus tropicalis]",Xenopus tropicalis,tropical clawed frog,8364,30.8,30.8,53%,61,100.00,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012812478.1?report=genbank&log$=prottop&blast_rank=61&RID=WEBZDD7A016"",""XP_012812478.1"")"
"28S ribosomal protein S15, mitochondrial [Pygocentrus nattereri]",Pygocentrus nattereri,red-bellied piranha,42514,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017563746.1?report=genbank&log$=prottop&blast_rank=62&RID=WEBZDD7A016"",""XP_017563746.1"")"
"LOW QUALITY PROTEIN: 28S ribosomal protein S15, mitochondrial [Oryzias melastigma]",Oryzias melastigma,Indian medaka,30732,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_024124114.1?report=genbank&log$=prottop&blast_rank=63&RID=WEBZDD7A016"",""XP_024124114.1"")"
"28S ribosomal protein S15, mitochondrial [Colossoma macropomum]",Colossoma macropomum,tambaqui,42526,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_036442608.1?report=genbank&log$=prottop&blast_rank=64&RID=WEBZDD7A016"",""XP_036442608.1"")"
"28S ribosomal protein S15, mitochondrial [Maylandia zebra]",Maylandia zebra,zebra mbuna,106582,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_004551040.1?report=genbank&log$=prottop&blast_rank=65&RID=WEBZDD7A016"",""XP_004551040.1"")"
"28S ribosomal protein S15, mitochondrial isoform X1 [Etheostoma spectabile]",Etheostoma spectabile,orangethroat darter,54343,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032373377.1?report=genbank&log$=prottop&blast_rank=66&RID=WEBZDD7A016"",""XP_032373377.1"")"
"28S ribosomal protein S15, mitochondrial [Oreochromis aureus]",Oreochromis aureus,Oreochromis aureus,47969,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031596540.1?report=genbank&log$=prottop&blast_rank=67&RID=WEBZDD7A016"",""XP_031596540.1"")"
hypothetical protein AMELA_G00078210 [Ameiurus melas],Ameiurus melas,black bullhead,219545,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF4088040.1?report=genbank&log$=prottop&blast_rank=68&RID=WEBZDD7A016"",""KAF4088040.1"")"
"28S ribosomal protein S15, mitochondrial isoform X2 [Archocentrus centrarchus]",Archocentrus centrarchus,flier cichlid,63155,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_030606029.1?report=genbank&log$=prottop&blast_rank=69&RID=WEBZDD7A016"",""XP_030606029.1"")"
"PREDICTED: 28S ribosomal protein S15, mitochondrial [Ictalurus punctatus]",Ictalurus punctatus,channel catfish,7998,30.8,30.8,53%,61,100.00,260,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_017330993.1?report=genbank&log$=prottop&blast_rank=70&RID=WEBZDD7A016"",""XP_017330993.1"")"
"28S ribosomal protein S15, mitochondrial isoform X1 [Fundulus heteroclitus]",Fundulus heteroclitus,mummichog,8078,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_012734232.2?report=genbank&log$=prottop&blast_rank=71&RID=WEBZDD7A016"",""XP_012734232.2"")"
"28S ribosomal protein S15, mitochondrial [Larimichthys crocea]",Larimichthys crocea,large yellow croaker,215358,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_010729928.1?report=genbank&log$=prottop&blast_rank=72&RID=WEBZDD7A016"",""XP_010729928.1"")"
"28S ribosomal protein S15, mitochondrial [Collichthys lucidus]",Collichthys lucidus,big head croaker,240159,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TKS82368.1?report=genbank&log$=prottop&blast_rank=73&RID=WEBZDD7A016"",""TKS82368.1"")"
"28S ribosomal protein S15, mitochondrial [Epinephelus lanceolatus]",Epinephelus lanceolatus,giant grouper,310571,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_033497165.1?report=genbank&log$=prottop&blast_rank=74&RID=WEBZDD7A016"",""XP_033497165.1"")"
"28S ribosomal protein S15, mitochondrial [Larimichthys crocea]",Larimichthys crocea,large yellow croaker,215358,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAE8289072.1?report=genbank&log$=prottop&blast_rank=75&RID=WEBZDD7A016"",""KAE8289072.1"")"
"28S ribosomal protein S15, mitochondrial [Collichthys lucidus]",Collichthys lucidus,big head croaker,240159,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TKS82373.1?report=genbank&log$=prottop&blast_rank=76&RID=WEBZDD7A016"",""TKS82373.1"")"
"PREDICTED: 28S ribosomal protein S15, mitochondrial [Pundamilia nyererei]",Pundamilia nyererei,Pundamilia nyererei,303518,30.8,30.8,53%,61,100.00,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_005736163.1?report=genbank&log$=prottop&blast_rank=77&RID=WEBZDD7A016"",""XP_005736163.1"")"
"28S ribosomal protein S15, mitochondrial isoform X2 [Etheostoma spectabile]",Etheostoma spectabile,orangethroat darter,54343,30.8,30.8,53%,61,100.00,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_032373378.1?report=genbank&log$=prottop&blast_rank=78&RID=WEBZDD7A016"",""XP_032373378.1"")"
"PREDICTED: 28S ribosomal protein S15, mitochondrial [Haplochromis burtoni]",Haplochromis burtoni,Burton's mouthbrooder,8153,30.8,30.8,53%,61,100.00,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_005925634.1?report=genbank&log$=prottop&blast_rank=79&RID=WEBZDD7A016"",""XP_005925634.1"")"
"28S ribosomal protein S15, mitochondrial [Neolamprologus brichardi]",Neolamprologus brichardi,Neolamprologus brichardi,32507,30.8,30.8,53%,61,100.00,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_006791746.1?report=genbank&log$=prottop&blast_rank=80&RID=WEBZDD7A016"",""XP_006791746.1"")"
"28S ribosomal protein S15, mitochondrial [Etheostoma cragini]",Etheostoma cragini,Arkansas darter,417921,30.8,30.8,53%,61,100.00,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_034729814.1?report=genbank&log$=prottop&blast_rank=81&RID=WEBZDD7A016"",""XP_034729814.1"")"
"28S ribosomal protein S15, mitochondrial [Oryzias melastigma]",Oryzias melastigma,Indian medaka,30732,30.8,30.8,53%,61,100.00,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF6714994.1?report=genbank&log$=prottop&blast_rank=82&RID=WEBZDD7A016"",""KAF6714994.1"")"
"28S ribosomal protein S15, mitochondrial isoform X2 [Fundulus heteroclitus]",Fundulus heteroclitus,mummichog,8078,30.8,30.8,53%,61,100.00,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_035991156.1?report=genbank&log$=prottop&blast_rank=83&RID=WEBZDD7A016"",""XP_035991156.1"")"
"28S ribosomal protein S15, mitochondrial [Sander lucioperca]",Sander lucioperca,pike-perch,283035,30.8,30.8,53%,61,100.00,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_031145518.1?report=genbank&log$=prottop&blast_rank=84&RID=WEBZDD7A016"",""XP_031145518.1"")"
