Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
MULTISPECIES: S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella],Prevotella,Prevotella,838,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_117663115.1?report=genbank&log$=prottop&blast_rank=35&RID=WC7BFNZG013"",""WP_117663115.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153137412.1?report=genbank&log$=prottop&blast_rank=36&RID=WC7BFNZG013"",""WP_153137412.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNT65852.1?report=genbank&log$=prottop&blast_rank=37&RID=WC7BFNZG013"",""QNT65852.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089543416.1?report=genbank&log$=prottop&blast_rank=38&RID=WC7BFNZG013"",""WP_089543416.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153079463.1?report=genbank&log$=prottop&blast_rank=39&RID=WC7BFNZG013"",""WP_153079463.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_117586539.1?report=genbank&log$=prottop&blast_rank=40&RID=WC7BFNZG013"",""WP_117586539.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD9059907.1?report=genbank&log$=prottop&blast_rank=41&RID=WC7BFNZG013"",""MBD9059907.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118190775.1?report=genbank&log$=prottop&blast_rank=42&RID=WC7BFNZG013"",""WP_118190775.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153087185.1?report=genbank&log$=prottop&blast_rank=43&RID=WC7BFNZG013"",""WP_153087185.1"")"
s-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. CAG:604],Prevotella sp. CAG:604,Prevotella sp. CAG:604,1262932,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CDA53600.1?report=genbank&log$=prottop&blast_rank=44&RID=WC7BFNZG013"",""CDA53600.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118415381.1?report=genbank&log$=prottop&blast_rank=45&RID=WC7BFNZG013"",""WP_118415381.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153088970.1?report=genbank&log$=prottop&blast_rank=46&RID=WC7BFNZG013"",""WP_153088970.1"")"
TPA: S-adenosylmethionine tRNA ribosyltransferase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HBF05329.1?report=genbank&log$=prottop&blast_rank=47&RID=WC7BFNZG013"",""HBF05329.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153091587.1?report=genbank&log$=prottop&blast_rank=48&RID=WC7BFNZG013"",""WP_153091587.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022121985.1?report=genbank&log$=prottop&blast_rank=49&RID=WC7BFNZG013"",""WP_022121985.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153085536.1?report=genbank&log$=prottop&blast_rank=50&RID=WC7BFNZG013"",""WP_153085536.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_117694800.1?report=genbank&log$=prottop&blast_rank=51&RID=WC7BFNZG013"",""WP_117694800.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118152844.1?report=genbank&log$=prottop&blast_rank=52&RID=WC7BFNZG013"",""WP_118152844.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118064118.1?report=genbank&log$=prottop&blast_rank=53&RID=WC7BFNZG013"",""WP_118064118.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE6264708.1?report=genbank&log$=prottop&blast_rank=54&RID=WC7BFNZG013"",""MBE6264708.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153095290.1?report=genbank&log$=prottop&blast_rank=55&RID=WC7BFNZG013"",""WP_153095290.1"")"
MULTISPECIES: S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella],Prevotella,Prevotella,838,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118118302.1?report=genbank&log$=prottop&blast_rank=56&RID=WC7BFNZG013"",""WP_118118302.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD9272487.1?report=genbank&log$=prottop&blast_rank=57&RID=WC7BFNZG013"",""MBD9272487.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD9015551.1?report=genbank&log$=prottop&blast_rank=58&RID=WC7BFNZG013"",""MBD9015551.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153096823.1?report=genbank&log$=prottop&blast_rank=59&RID=WC7BFNZG013"",""WP_153096823.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_154480053.1?report=genbank&log$=prottop&blast_rank=60&RID=WC7BFNZG013"",""WP_154480053.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153121817.1?report=genbank&log$=prottop&blast_rank=61&RID=WC7BFNZG013"",""WP_153121817.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_117727934.1?report=genbank&log$=prottop&blast_rank=62&RID=WC7BFNZG013"",""WP_117727934.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD8970421.1?report=genbank&log$=prottop&blast_rank=63&RID=WC7BFNZG013"",""MBD8970421.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118140523.1?report=genbank&log$=prottop&blast_rank=64&RID=WC7BFNZG013"",""WP_118140523.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp.],Prevotella sp.,Prevotella sp.,59823,33.7,33.7,80%,5.3,75.00,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBD9300058.1?report=genbank&log$=prottop&blast_rank=65&RID=WC7BFNZG013"",""MBD9300058.1"")"
s-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. CAG:732],Prevotella sp. CAG:732,Prevotella sp. CAG:732,1262934,33.7,33.7,80%,5.3,75.00,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CDD20565.1?report=genbank&log$=prottop&blast_rank=66&RID=WC7BFNZG013"",""CDD20565.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Bacteroidales bacterium],Bacteroidales bacterium,Bacteroidales bacterium,2030927,33.7,33.7,80%,5.3,83.33,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLX66619.1?report=genbank&log$=prottop&blast_rank=67&RID=WC7BFNZG013"",""NLX66619.1"")"
S-adenosylmethionine tRNA ribosyltransferase [Bacteroidia bacterium 43-41],Bacteroidia bacterium 43-41,Bacteroidia bacterium 43-41,1895720,33.7,33.7,73%,5.3,81.82,409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OJV36202.1?report=genbank&log$=prottop&blast_rank=68&RID=WC7BFNZG013"",""OJV36202.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Dysgonomonas hofstadii],Dysgonomonas hofstadii,Dysgonomonas hofstadii,637886,33.7,33.7,73%,5.3,81.82,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBB4036298.1?report=genbank&log$=prottop&blast_rank=69&RID=WC7BFNZG013"",""MBB4036298.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella copri],Prevotella copri,Prevotella copri,165179,33.7,33.7,80%,5.3,75.00,279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MQO97327.1?report=genbank&log$=prottop&blast_rank=70&RID=WC7BFNZG013"",""MQO97327.1"")"
hypothetical protein A2231_08670 [Candidatus Firestonebacteria bacterium RIFOXYA2_FULL_40_8],Candidatus Firestonebacteria bacterium RIFOXYA2_FULL_40_8,Candidatus Firestonebacteria bacterium RIFOXYA2_FULL_40_8,1817859,33.3,33.3,66%,7.5,83.33,967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGF44966.1?report=genbank&log$=prottop&blast_rank=71&RID=WC7BFNZG013"",""OGF44966.1"")"
U3 small nucleolar RNA-associated protein 14 homolog A [Cucurbita maxima],Cucurbita maxima,winter squash,3661,33.3,33.3,66%,7.5,80.00,906,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023004450.1?report=genbank&log$=prottop&blast_rank=72&RID=WC7BFNZG013"",""XP_023004450.1"")"
U3 small nucleolar RNA-associated protein 14 homolog A [Cucurbita moschata],Cucurbita moschata,crookneck pumpkin,3662,33.3,33.3,66%,7.5,80.00,902,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_022960057.1?report=genbank&log$=prottop&blast_rank=73&RID=WC7BFNZG013"",""XP_022960057.1"")"
U3 small nucleolar RNA-associated protein 14 homolog A [Cucurbita pepo subsp. pepo],Cucurbita pepo subsp. pepo,vegetable marrow,3664,33.3,33.3,66%,7.5,80.00,901,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_023514378.1?report=genbank&log$=prottop&blast_rank=74&RID=WC7BFNZG013"",""XP_023514378.1"")"
hypothetical protein DLAC_10024 [Tieghemostelium lacteum],Tieghemostelium lacteum,Tieghemostelium lacteum,361077,33.3,33.3,93%,7.5,53.85,571,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KYQ89361.1?report=genbank&log$=prottop&blast_rank=75&RID=WC7BFNZG013"",""KYQ89361.1"")"
s-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotella sp. CAG:5226],Prevotella sp. CAG:5226,Prevotella sp. CAG:5226,1262930,33.3,33.3,73%,7.5,81.82,409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CDA45311.1?report=genbank&log$=prottop&blast_rank=76&RID=WC7BFNZG013"",""CDA45311.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Prevotellamassilia timonensis],Prevotellamassilia timonensis,Prevotellamassilia timonensis,1852370,33.3,33.3,73%,7.5,81.82,409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071123562.1?report=genbank&log$=prottop&blast_rank=77&RID=WC7BFNZG013"",""WP_071123562.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Dysgonomonas sp. ZJ279],Dysgonomonas sp. ZJ279,Dysgonomonas sp. ZJ279,2709796,33.3,33.3,73%,7.5,81.82,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165020180.1?report=genbank&log$=prottop&blast_rank=78&RID=WC7BFNZG013"",""WP_165020180.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Dysgonomonas sp. ZJ709],Dysgonomonas sp. ZJ709,Dysgonomonas sp. ZJ709,2709797,33.3,33.3,73%,7.5,81.82,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165044145.1?report=genbank&log$=prottop&blast_rank=79&RID=WC7BFNZG013"",""WP_165044145.1"")"
S-adenosylmethionine:tRNA ribosyltransferase-isomerase [Bacteroidales bacterium],Bacteroidales bacterium,Bacteroidales bacterium,2030927,33.3,33.3,73%,7.5,81.82,406,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLV51799.1?report=genbank&log$=prottop&blast_rank=80&RID=WC7BFNZG013"",""NLV51799.1"")"
