Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
hypothetical protein D6D12_00620 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THX34746.1?report=genbank&log$=prottop&blast_rank=15&RID=WC6PK37S016"",""THX34746.1"")"
hypothetical protein D6D21_08484 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THW36948.1?report=genbank&log$=prottop&blast_rank=16&RID=WC6PK37S016"",""THW36948.1"")"
hypothetical protein D6C95_10338 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THY70261.1?report=genbank&log$=prottop&blast_rank=17&RID=WC6PK37S016"",""THY70261.1"")"
hypothetical protein D6D20_04343 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THW62366.1?report=genbank&log$=prottop&blast_rank=18&RID=WC6PK37S016"",""THW62366.1"")"
hypothetical protein D6D25_02443 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THW61377.1?report=genbank&log$=prottop&blast_rank=19&RID=WC6PK37S016"",""THW61377.1"")"
hypothetical protein D6D13_05146 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THX11175.1?report=genbank&log$=prottop&blast_rank=20&RID=WC6PK37S016"",""THX11175.1"")"
hypothetical protein D6C79_05282 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TIA46288.1?report=genbank&log$=prottop&blast_rank=21&RID=WC6PK37S016"",""TIA46288.1"")"
hypothetical protein D6C81_03680 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TIA21759.1?report=genbank&log$=prottop&blast_rank=22&RID=WC6PK37S016"",""TIA21759.1"")"
hypothetical protein D6C85_02920 [Aureobasidium pullulans],Aureobasidium pullulans,Aureobasidium pullulans,5580,32.0,32.0,60%,21,100.00,320,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/THZ75393.1?report=genbank&log$=prottop&blast_rank=23&RID=WC6PK37S016"",""THZ75393.1"")"
toprim domain-containing protein [Rhodoferax sp.],Rhodoferax sp.,Rhodoferax sp.,50421,32.0,32.0,66%,21,90.00,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7704657.1?report=genbank&log$=prottop&blast_rank=24&RID=WC6PK37S016"",""MBC7704657.1"")"
toprim domain-containing protein [Sphaerotilus montanus],Sphaerotilus montanus,Sphaerotilus montanus,522889,32.0,32.0,66%,21,90.00,309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179634194.1?report=genbank&log$=prottop&blast_rank=25&RID=WC6PK37S016"",""WP_179634194.1"")"
hypothetical protein CHLRE_17g733450v5 [Chlamydomonas reinhardtii],Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,3055,31.6,31.6,66%,30,90.00,4550,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNW70767.1?report=genbank&log$=prottop&blast_rank=26&RID=WC6PK37S016"",""PNW70767.1"")"
hypothetical protein CHLRE_10g446600v5 [Chlamydomonas reinhardtii],Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,3055,31.6,31.6,66%,30,90.00,3950,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNW77671.1?report=genbank&log$=prottop&blast_rank=27&RID=WC6PK37S016"",""PNW77671.1"")"
hypothetical protein CHLRE_08g358543v5 [Chlamydomonas reinhardtii],Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,3055,31.6,31.6,66%,30,90.00,3528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PNW79535.1?report=genbank&log$=prottop&blast_rank=28&RID=WC6PK37S016"",""PNW79535.1"")"
predicted protein [Uncinocarpus reesii 1704],Uncinocarpus reesii 1704,Uncinocarpus reesii 1704,336963,31.6,31.6,93%,30,85.71,779,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XP_002541666.1?report=genbank&log$=prottop&blast_rank=29&RID=WC6PK37S016"",""XP_002541666.1"")"
glycosyltransferase family 2 protein [Caldilineales bacterium],Caldilineales bacterium,Caldilineales bacterium,2306055,31.6,31.6,80%,30,83.33,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NUQ39449.1?report=genbank&log$=prottop&blast_rank=30&RID=WC6PK37S016"",""NUQ39449.1"")"
helix-turn-helix transcriptional regulator [Nocardiopsis potens],Nocardiopsis potens,Nocardiopsis potens,1246458,31.2,31.2,73%,43,61.11,745,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081620650.1?report=genbank&log$=prottop&blast_rank=31&RID=WC6PK37S016"",""WP_081620650.1"")"
toprim domain-containing protein [Alcaligenes faecalis],Alcaligenes faecalis,Alcaligenes faecalis,511,31.2,31.2,80%,43,76.92,579,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125304761.1?report=genbank&log$=prottop&blast_rank=32&RID=WC6PK37S016"",""WP_125304761.1"")"
hypothetical protein DFP72DRAFT_927273 [Coprinellus angulatus],Coprinellus angulatus,Coprinellus angulatus,980116,31.2,31.2,93%,43,78.57,509,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF6744955.1?report=genbank&log$=prottop&blast_rank=33&RID=WC6PK37S016"",""KAF6744955.1"")"
hypothetical protein [Thalassospira sp. MCCC 1A01428],Thalassospira sp. MCCC 1A01428,Thalassospira sp. MCCC 1A01428,1470575,31.2,31.2,66%,43,90.00,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085594800.1?report=genbank&log$=prottop&blast_rank=34&RID=WC6PK37S016"",""WP_085594800.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Holophagaceae bacterium],Holophagaceae bacterium,Holophagaceae bacterium,2052165,31.2,31.2,73%,43,81.82,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NTW84944.1?report=genbank&log$=prottop&blast_rank=35&RID=WC6PK37S016"",""NTW84944.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Geothrix fermentans],Geothrix fermentans,Geothrix fermentans,44676,31.2,31.2,73%,43,81.82,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026853098.1?report=genbank&log$=prottop&blast_rank=36&RID=WC6PK37S016"",""WP_026853098.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Rhodothermales bacterium],Rhodothermales bacterium,Rhodothermales bacterium,2306054,30.8,30.8,66%,61,90.00,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NNE70274.1?report=genbank&log$=prottop&blast_rank=37&RID=WC6PK37S016"",""NNE70274.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Lentisphaerales bacterium],Lentisphaerales bacterium,Lentisphaerales bacterium,2448604,30.8,30.8,73%,61,81.82,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TFH12369.1?report=genbank&log$=prottop&blast_rank=38&RID=WC6PK37S016"",""TFH12369.1"")"
MULTISPECIES: SGNH/GDSL hydrolase family protein [unclassified Streptomyces],unclassified Streptomyces,unclassified Streptomyces,2593676,30.3,30.3,80%,86,76.92,609,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078618128.1?report=genbank&log$=prottop&blast_rank=39&RID=WC6PK37S016"",""WP_078618128.1"")"
SGNH/GDSL hydrolase family protein [Streptomyces griseoaurantiacus],Streptomyces griseoaurantiacus,Streptomyces griseoaurantiacus,68213,30.3,30.3,80%,86,76.92,596,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191889916.1?report=genbank&log$=prottop&blast_rank=40&RID=WC6PK37S016"",""WP_191889916.1"")"
hypothetical protein SGM_5156 [Streptomyces griseoaurantiacus M045],Streptomyces griseoaurantiacus M045,Streptomyces griseoaurantiacus M045,996637,30.3,30.3,80%,86,76.92,596,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/EGG44341.1?report=genbank&log$=prottop&blast_rank=41&RID=WC6PK37S016"",""EGG44341.1"")"
SGNH/GDSL hydrolase family protein [Streptomyces griseoaurantiacus],Streptomyces griseoaurantiacus,Streptomyces griseoaurantiacus,68213,30.3,30.3,80%,86,76.92,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_040896741.1?report=genbank&log$=prottop&blast_rank=42&RID=WC6PK37S016"",""WP_040896741.1"")"
SGNH/GDSL hydrolase family protein [Streptomyces griseoaurantiacus],Streptomyces griseoaurantiacus,Streptomyces griseoaurantiacus,68213,30.3,30.3,80%,86,76.92,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191852143.1?report=genbank&log$=prottop&blast_rank=43&RID=WC6PK37S016"",""WP_191852143.1"")"
SGNH/GDSL hydrolase family protein [Streptomyces sp. C1-2],Streptomyces sp. C1-2,Streptomyces sp. C1-2,2720022,30.3,30.3,80%,86,76.92,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167794343.1?report=genbank&log$=prottop&blast_rank=44&RID=WC6PK37S016"",""WP_167794343.1"")"
SGNH/GDSL hydrolase family protein [Streptomyces jietaisiensis],Streptomyces jietaisiensis,Streptomyces jietaisiensis,235987,30.3,30.3,80%,86,76.92,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_176945000.1?report=genbank&log$=prottop&blast_rank=45&RID=WC6PK37S016"",""WP_176945000.1"")"
Atrazine chlorohydrolase [Verrucomicrobia bacterium ADurb.Bin118],Verrucomicrobia bacterium ADurb.Bin118,Verrucomicrobia bacterium ADurb.Bin118,1852928,30.3,30.3,100%,86,66.67,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OQB88979.1?report=genbank&log$=prottop&blast_rank=46&RID=WC6PK37S016"",""OQB88979.1"")"
TPA: phosphoribosylformylglycinamidine cyclo-ligase [Lentisphaerae bacterium],Lentisphaerae bacterium,Lentisphaerae bacterium,1932692,30.3,30.3,73%,86,81.82,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HHU15459.1?report=genbank&log$=prottop&blast_rank=47&RID=WC6PK37S016"",""HHU15459.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Acidobacteria bacterium],Acidobacteria bacterium,Acidobacteria bacterium,1978231,30.3,30.3,73%,86,81.82,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GDX13069.1?report=genbank&log$=prottop&blast_rank=48&RID=WC6PK37S016"",""GDX13069.1"")"
TPA: phosphoribosylformylglycinamidine cyclo-ligase [Verrucomicrobia bacterium],Verrucomicrobia bacterium,Verrucomicrobia bacterium,2026799,30.3,30.3,73%,86,81.82,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAS81275.1?report=genbank&log$=prottop&blast_rank=49&RID=WC6PK37S016"",""HAS81275.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Chlorobiales bacterium],Chlorobiales bacterium,Chlorobiales bacterium,2723030,30.3,30.3,73%,86,81.82,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NTV45591.1?report=genbank&log$=prottop&blast_rank=50&RID=WC6PK37S016"",""NTV45591.1"")"
ThiF family adenylyltransferase [Duganella sp. Root336D2],Duganella sp. Root336D2,Duganella sp. Root336D2,1736518,30.3,30.3,66%,86,90.00,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055930254.1?report=genbank&log$=prottop&blast_rank=51&RID=WC6PK37S016"",""WP_055930254.1"")"
ThiF family adenylyltransferase [Duganella sp. CF458],Duganella sp. CF458,Duganella sp. CF458,1884368,30.3,30.3,66%,86,90.00,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090434194.1?report=genbank&log$=prottop&blast_rank=52&RID=WC6PK37S016"",""WP_090434194.1"")"
ThiF family adenylyltransferase [Duganella sp. Root198D2],Duganella sp. Root198D2,Duganella sp. Root198D2,1736489,30.3,30.3,66%,86,90.00,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057246532.1?report=genbank&log$=prottop&blast_rank=53&RID=WC6PK37S016"",""WP_057246532.1"")"
DUF1028 domain-containing protein [Chloroflexales bacterium ZM16-3],Chloroflexales bacterium ZM16-3,Chloroflexales bacterium ZM16-3,2496870,30.3,30.3,86%,86,76.92,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NNJ13088.1?report=genbank&log$=prottop&blast_rank=54&RID=WC6PK37S016"",""NNJ13088.1"")"
dNA repair protein RecO [Bacteroides sp. CAG:927],Bacteroides sp. CAG:927,Bacteroides sp. CAG:927,1262753,30.3,30.3,73%,86,81.82,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCX48982.1?report=genbank&log$=prottop&blast_rank=55&RID=WC6PK37S016"",""CCX48982.1"")"
TetR/AcrR family transcriptional regulator [Dictyobacter alpinus],Dictyobacter alpinus,Dictyobacter alpinus,2014873,30.3,30.3,80%,86,83.33,198,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161982037.1?report=genbank&log$=prottop&blast_rank=56&RID=WC6PK37S016"",""WP_161982037.1"")"
hypothetical protein F0562_024131 [Nyssa sinensis],Nyssa sinensis,Nyssa sinensis,561372,29.9,29.9,66%,121,90.00,1239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAA8540306.1?report=genbank&log$=prottop&blast_rank=57&RID=WC6PK37S016"",""KAA8540306.1"")"
CHAT domain-containing protein [Balneolaceae bacterium],Balneolaceae bacterium,Balneolaceae bacterium,2053516,29.9,29.9,100%,121,66.67,977,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MTI88861.1?report=genbank&log$=prottop&blast_rank=58&RID=WC6PK37S016"",""MTI88861.1"")"
reverse transcriptase [Corchorus capsularis],Corchorus capsularis,Corchorus capsularis,210143,29.9,29.9,80%,121,83.33,780,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OMO64097.1?report=genbank&log$=prottop&blast_rank=59&RID=WC6PK37S016"",""OMO64097.1"")"
nitrogen fixation/metabolism regulation signal transduction histidine kinase [Tepidimonas ignava],Tepidimonas ignava,Tepidimonas ignava,114249,29.9,29.9,80%,121,73.33,762,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TCS97413.1?report=genbank&log$=prottop&blast_rank=60&RID=WC6PK37S016"",""TCS97413.1"")"
HAMP domain-containing protein [Tepidimonas ignava],Tepidimonas ignava,Tepidimonas ignava,114249,29.9,29.9,80%,121,73.33,738,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132962822.1?report=genbank&log$=prottop&blast_rank=61&RID=WC6PK37S016"",""WP_132962822.1"")"
hypothetical protein DIU52_09160 [bacterium],bacterium,bacterium,1869227,29.9,29.9,80%,121,76.92,509,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PZN90299.1?report=genbank&log$=prottop&blast_rank=62&RID=WC6PK37S016"",""PZN90299.1"")"
reverse transcriptase domain-containing protein [Tanacetum cinerariifolium],Tanacetum cinerariifolium,Tanacetum cinerariifolium,118510,29.9,29.9,73%,121,81.82,380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GEY81822.1?report=genbank&log$=prottop&blast_rank=63&RID=WC6PK37S016"",""GEY81822.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Candidatus Solibacter usitatus Ellin6076],Candidatus Solibacter usitatus Ellin6076,Candidatus Solibacter usitatus Ellin6076,234267,29.9,29.9,73%,122,81.82,357,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ABJ87643.1?report=genbank&log$=prottop&blast_rank=64&RID=WC6PK37S016"",""ABJ87643.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Acidobacteriia bacterium],Acidobacteriia bacterium,Acidobacteriia bacterium,2081523,29.9,29.9,73%,122,81.82,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PWU03008.1?report=genbank&log$=prottop&blast_rank=65&RID=WC6PK37S016"",""PWU03008.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Candidatus Solibacter usitatus],Candidatus Solibacter usitatus,Candidatus Solibacter usitatus,332163,29.9,29.9,73%,122,81.82,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_041860191.1?report=genbank&log$=prottop&blast_rank=66&RID=WC6PK37S016"",""WP_041860191.1"")"
Phosphoribosylformylglycinamidine cyclo-ligase [Verrucomicrobia bacterium ADurb.Bin345],Verrucomicrobia bacterium ADurb.Bin345,Verrucomicrobia bacterium ADurb.Bin345,1852930,29.9,29.9,73%,122,81.82,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OQA28403.1?report=genbank&log$=prottop&blast_rank=67&RID=WC6PK37S016"",""OQA28403.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Lentisphaerae bacterium],Lentisphaerae bacterium,Lentisphaerae bacterium,1932692,29.9,29.9,73%,122,81.82,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQU39429.1?report=genbank&log$=prottop&blast_rank=68&RID=WC6PK37S016"",""NQU39429.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Verrucomicrobia bacterium],Verrucomicrobia bacterium,Verrucomicrobia bacterium,2026799,29.9,29.9,73%,122,81.82,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TAN37258.1?report=genbank&log$=prottop&blast_rank=69&RID=WC6PK37S016"",""TAN37258.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Lentisphaerae bacterium RIFOXYA12_FULL_48_11],Lentisphaerae bacterium RIFOXYA12_FULL_48_11,Lentisphaerae bacterium RIFOXYA12_FULL_48_11,1798578,29.9,29.9,73%,122,81.82,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OGV67255.1?report=genbank&log$=prottop&blast_rank=70&RID=WC6PK37S016"",""OGV67255.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Verrucomicrobia bacterium A1],Verrucomicrobia bacterium A1,Verrucomicrobia bacterium A1,1934251,29.9,29.9,73%,122,81.82,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OQW95542.1?report=genbank&log$=prottop&blast_rank=71&RID=WC6PK37S016"",""OQW95542.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [bacterium],bacterium,bacterium,1869227,29.9,29.9,73%,122,81.82,344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC8478423.1?report=genbank&log$=prottop&blast_rank=72&RID=WC6PK37S016"",""MBC8478423.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Lentisphaerae bacterium],Lentisphaerae bacterium,Lentisphaerae bacterium,1932692,29.9,29.9,73%,122,81.82,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLB60648.1?report=genbank&log$=prottop&blast_rank=73&RID=WC6PK37S016"",""NLB60648.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Bacteriodetes bacterium],Bacteriodetes bacterium,Bacteriodetes bacterium,2507565,29.9,29.9,73%,122,81.82,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAB2925012.1?report=genbank&log$=prottop&blast_rank=74&RID=WC6PK37S016"",""KAB2925012.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Rhodothermus marinus],Rhodothermus marinus,Rhodothermus marinus,29549,29.9,29.9,73%,122,81.82,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012843770.1?report=genbank&log$=prottop&blast_rank=75&RID=WC6PK37S016"",""WP_012843770.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Rhodothermus marinus],Rhodothermus marinus,Rhodothermus marinus,29549,29.9,29.9,73%,122,81.82,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161540989.1?report=genbank&log$=prottop&blast_rank=76&RID=WC6PK37S016"",""WP_161540989.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,29.9,29.9,73%,122,81.82,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NUN70459.1?report=genbank&log$=prottop&blast_rank=77&RID=WC6PK37S016"",""NUN70459.1"")"
TPA: phosphoribosylformylglycinamidine cyclo-ligase [Ignavibacteria bacterium],Ignavibacteria bacterium,Ignavibacteria bacterium,2053306,29.9,29.9,73%,122,81.82,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEL93272.1?report=genbank&log$=prottop&blast_rank=78&RID=WC6PK37S016"",""HEL93272.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Ignavibacteriae bacterium],Ignavibacteriae bacterium,Ignavibacteriae bacterium,2026749,29.9,29.9,73%,122,81.82,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RPI68969.1?report=genbank&log$=prottop&blast_rank=79&RID=WC6PK37S016"",""RPI68969.1"")"
TPA: glycosyltransferase family 2 protein [Caldilineae bacterium],Caldilineae bacterium,Caldilineae bacterium,2420332,29.9,29.9,80%,122,83.33,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY51978.1?report=genbank&log$=prottop&blast_rank=80&RID=WC6PK37S016"",""HEY51978.1"")"
TPA: phosphoribosylformylglycinamidine cyclo-ligase [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,29.9,29.9,73%,122,81.82,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAP36699.1?report=genbank&log$=prottop&blast_rank=81&RID=WC6PK37S016"",""HAP36699.1"")"
phosphoribosylformylglycinamidine cyclo-ligase [Bacteriodetes bacterium],Bacteriodetes bacterium,Bacteriodetes bacterium,2507565,29.9,29.9,73%,122,81.82,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TAK55574.1?report=genbank&log$=prottop&blast_rank=82&RID=WC6PK37S016"",""TAK55574.1"")"
