Description,Scientific Name,Common Name,Taxid,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
aconitate hydratase [Spirosoma rigui],Spirosoma rigui,Spirosoma rigui,564064,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_080240058.1?report=genbank&log$=prottop&blast_rank=11&RID=WC88DCZ5013"",""WP_080240058.1"")"
aconitate hydratase [Fibrisoma montanum],Fibrisoma sp. HYT19,Fibrisoma sp. HYT19,2305895,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119669393.1?report=genbank&log$=prottop&blast_rank=12&RID=WC88DCZ5013"",""WP_119669393.1"")"
aconitate hydratase [Spirosoma terrae],Spirosoma terrae,Spirosoma terrae,1968276,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163945022.1?report=genbank&log$=prottop&blast_rank=13&RID=WC88DCZ5013"",""WP_163945022.1"")"
aconitate hydratase [Spirosoma sp. BT328],Spirosoma sp. BT328,Spirosoma sp. BT328,2692134,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167207151.1?report=genbank&log$=prottop&blast_rank=14&RID=WC88DCZ5013"",""WP_167207151.1"")"
aconitate hydratase [Spirosoma sp. LMG 31447],Spirosoma sp. LMG 31447,Spirosoma sp. LMG 31447,2585773,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_186737788.1?report=genbank&log$=prottop&blast_rank=15&RID=WC88DCZ5013"",""WP_186737788.1"")"
aconitate hydratase [Spirosoma fluviale],Spirosoma fluviale,Spirosoma fluviale,1597977,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_097125572.1?report=genbank&log$=prottop&blast_rank=16&RID=WC88DCZ5013"",""WP_097125572.1"")"
aconitate hydratase [Spirosoma sp. I-24],Spirosoma sp. I-24,Spirosoma sp. I-24,2666025,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162384609.1?report=genbank&log$=prottop&blast_rank=17&RID=WC88DCZ5013"",""WP_162384609.1"")"
aconitate hydratase [Spirosoma aerolatum],Spirosoma aerolatum,Spirosoma aerolatum,1211326,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_080056619.1?report=genbank&log$=prottop&blast_rank=18&RID=WC88DCZ5013"",""WP_080056619.1"")"
aconitate hydratase [Spirosoma panaciterrae],Spirosoma panaciterrae,Spirosoma panaciterrae,496058,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020598244.1?report=genbank&log$=prottop&blast_rank=19&RID=WC88DCZ5013"",""WP_020598244.1"")"
aconitate hydratase [Spirosoma sp. LMG 31448],Spirosoma sp. LMG 31448,Spirosoma sp. LMG 31448,2585774,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_186749938.1?report=genbank&log$=prottop&blast_rank=20&RID=WC88DCZ5013"",""WP_186749938.1"")"
aconitate hydratase [Spirosoma sp. TS118],Spirosoma sp. TS118,Spirosoma sp. TS118,2735870,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_171740067.1?report=genbank&log$=prottop&blast_rank=21&RID=WC88DCZ5013"",""WP_171740067.1"")"
aconitate hydratase [Spirosoma sp. 48-14],Spirosoma sp. 48-14,Spirosoma sp. 48-14,1895854,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OJW71692.1?report=genbank&log$=prottop&blast_rank=22&RID=WC88DCZ5013"",""OJW71692.1"")"
aconitate hydratase [Fibrisoma limi],Fibrisoma limi,Fibrisoma limi,663275,36.3,36.3,80%,0.66,91.67,755,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009282587.1?report=genbank&log$=prottop&blast_rank=23&RID=WC88DCZ5013"",""WP_009282587.1"")"
hypothetical protein [Aminobacter niigataensis],Aminobacter niigataensis,Aminobacter niigataensis,83265,35.0,35.0,80%,1.9,83.33,449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_183263243.1?report=genbank&log$=prottop&blast_rank=24&RID=WC88DCZ5013"",""WP_183263243.1"")"
TPA: ABC transporter ATP-binding protein [Candidatus Bathyarchaeota archaeon],Candidatus Bathyarchaeota archaeon,Candidatus Bathyarchaeota archaeon,2026714,35.0,35.0,93%,1.9,78.57,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HGD17103.1?report=genbank&log$=prottop&blast_rank=25&RID=WC88DCZ5013"",""HGD17103.1"")"
DUF11 domain-containing protein [Chitinophaga barathri],Chitinophaga barathri,Chitinophaga barathri,1647451,34.1,34.1,93%,3.7,71.43,2217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RPD42896.1?report=genbank&log$=prottop&blast_rank=26&RID=WC88DCZ5013"",""RPD42896.1"")"
gliding motility-associated C-terminal domain-containing protein [Chitinophaga barathri],Chitinophaga barathri,Chitinophaga barathri,1647451,34.1,34.1,93%,3.7,71.43,2184,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162946179.1?report=genbank&log$=prottop&blast_rank=27&RID=WC88DCZ5013"",""WP_162946179.1"")"
helix-turn-helix domain-containing protein [Deltaproteobacteria bacterium],Deltaproteobacteria bacterium,Deltaproteobacteria bacterium,2026735,34.1,34.1,73%,3.8,91.67,302,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MPZ76804.1?report=genbank&log$=prottop&blast_rank=28&RID=WC88DCZ5013"",""MPZ76804.1"")"
tetratricopeptide repeat protein [Streptomyces griseoflavus],Streptomyces griseoflavus,Streptomyces griseoflavus,35619,33.3,33.3,93%,7.5,78.57,1051,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190096050.1?report=genbank&log$=prottop&blast_rank=29&RID=WC88DCZ5013"",""WP_190096050.1"")"
tetratricopeptide repeat protein [Streptomyces pilosus],Streptomyces pilosus,Streptomyces pilosus,28893,33.3,33.3,93%,7.5,78.57,967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189557061.1?report=genbank&log$=prottop&blast_rank=30&RID=WC88DCZ5013"",""WP_189557061.1"")"
tetratricopeptide repeat protein [Streptomyces flavoviridis],Streptomyces flavoviridis,Streptomyces flavoviridis,66889,33.3,33.3,93%,7.5,78.57,967,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189598375.1?report=genbank&log$=prottop&blast_rank=31&RID=WC88DCZ5013"",""WP_189598375.1"")"
glycosyltransferase [Dysosmobacter sp. NSJ-60],Dysosmobacter sp. NSJ-60,Dysosmobacter sp. NSJ-60,2763041,33.3,33.3,100%,7.5,70.59,338,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187028053.1?report=genbank&log$=prottop&blast_rank=32&RID=WC88DCZ5013"",""WP_187028053.1"")"
hypothetical protein [Nocardia abscessus],Nocardia abscessus,Nocardia abscessus,120957,32.9,32.9,93%,11,73.33,11710,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195098861.1?report=genbank&log$=prottop&blast_rank=33&RID=WC88DCZ5013"",""WP_195098861.1"")"
hypothetical protein [Nocardia abscessus],Nocardia abscessus,Nocardia abscessus,120957,32.9,32.9,93%,11,73.33,11495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195067215.1?report=genbank&log$=prottop&blast_rank=34&RID=WC88DCZ5013"",""WP_195067215.1"")"
DEAD/DEAH box helicase [Euryarchaeota archaeon],Euryarchaeota archaeon,Euryarchaeota archaeon,2026739,32.9,32.9,93%,11,73.33,924,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBH34955.1?report=genbank&log$=prottop&blast_rank=35&RID=WC88DCZ5013"",""MBH34955.1"")"
MMPL family transporter [Streptomyces albus],Streptomyces albus,Streptomyces albus,1888,32.9,32.9,100%,11,57.14,771,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_037678384.1?report=genbank&log$=prottop&blast_rank=36&RID=WC88DCZ5013"",""WP_037678384.1"")"
hypothetical protein E3J71_00765 [Candidatus Stahlbacteria bacterium],bacterium (Candidatus Stahlbacteria),bacterium (Candidatus Stahlbacteria),2528828,32.5,32.5,73%,15,81.82,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TET23891.1?report=genbank&log$=prottop&blast_rank=37&RID=WC88DCZ5013"",""TET23891.1"")"
hypothetical protein CEE36_04725 [candidate division TA06 bacterium B3_TA06],candidate division TA06 bacterium B3_TA06,candidate division TA06 bacterium B3_TA06,2012487,32.5,32.5,73%,15,81.82,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TKJ43339.1?report=genbank&log$=prottop&blast_rank=38&RID=WC88DCZ5013"",""TKJ43339.1"")"
FAD/NAD(P)-binding domain-containing protein [Neolentinus lepideus HHB14362 ss-1],Neolentinus lepideus HHB14362 ss-1,Neolentinus lepideus HHB14362 ss-1,1314782,32.5,32.5,100%,15,66.67,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KZT25301.1?report=genbank&log$=prottop&blast_rank=39&RID=WC88DCZ5013"",""KZT25301.1"")"
"putative Heavy metal efflux system, membrane fusion protein [Candidatus Nitrospira inopinata]",Candidatus Nitrospira inopinata,Candidatus Nitrospira inopinata,1715989,32.5,32.5,80%,15,83.33,407,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CUQ65362.1?report=genbank&log$=prottop&blast_rank=40&RID=WC88DCZ5013"",""CUQ65362.1"")"
FAD-dependent monooxygenase [Schlegelella thermodepolymerans],Schlegelella thermodepolymerans,Schlegelella thermodepolymerans,215580,32.5,32.5,100%,15,73.33,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_132765625.1?report=genbank&log$=prottop&blast_rank=41&RID=WC88DCZ5013"",""WP_132765625.1"")"
FAD-dependent monooxygenase [Schlegelella thermodepolymerans],Schlegelella thermodepolymerans,Schlegelella thermodepolymerans,215580,32.5,32.5,100%,15,73.33,397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_104356034.1?report=genbank&log$=prottop&blast_rank=42&RID=WC88DCZ5013"",""WP_104356034.1"")"
efflux RND transporter periplasmic adaptor subunit [Candidatus Nitrospira inopinata],Candidatus Nitrospira inopinata,Candidatus Nitrospira inopinata,1715989,32.5,32.5,80%,15,83.33,393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158023131.1?report=genbank&log$=prottop&blast_rank=43&RID=WC88DCZ5013"",""WP_158023131.1"")"
serine/threonine-protein kinase [Inhella inkyongensis],Inhella inkyongensis,Inhella inkyongensis,392593,32.5,32.5,80%,15,83.33,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBB5202775.1?report=genbank&log$=prottop&blast_rank=44&RID=WC88DCZ5013"",""MBB5202775.1"")"
tRNA pseudouridine synthase B [Clostridium sp. CAG:1024],Clostridium sp. CAG:1024,Clostridium sp. CAG:1024,1262770,32.5,32.5,100%,15,58.33,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/CCX41178.1?report=genbank&log$=prottop&blast_rank=45&RID=WC88DCZ5013"",""CCX41178.1"")"
serine/threonine protein kinase [Inhella inkyongensis],Inhella inkyongensis,Inhella inkyongensis,392593,32.5,32.5,80%,15,83.33,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138858449.1?report=genbank&log$=prottop&blast_rank=46&RID=WC88DCZ5013"",""WP_138858449.1"")"
MMPL family transporter [Streptomyces sp. WAC 00631],Streptomyces sp. WAC 00631,Streptomyces sp. WAC 00631,2203201,32.0,32.0,100%,21,57.14,795,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_125625183.1?report=genbank&log$=prottop&blast_rank=47&RID=WC88DCZ5013"",""WP_125625183.1"")"
hypothetical protein [Epibacterium sp.],Epibacterium sp.,Epibacterium sp.,2211660,32.0,32.0,100%,21,62.50,705,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NQX73972.1?report=genbank&log$=prottop&blast_rank=48&RID=WC88DCZ5013"",""NQX73972.1"")"
hypothetical protein [Nitrosarchaeum sp.],Nitrosarchaeum sp.,Nitrosarchaeum sp.,2026886,32.0,32.0,86%,21,73.33,594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NJL43757.1?report=genbank&log$=prottop&blast_rank=49&RID=WC88DCZ5013"",""NJL43757.1"")"
Ppx/GppA family phosphatase [Hyphomicrobium methylovorum],Hyphomicrobium methylovorum,Hyphomicrobium methylovorum,84,32.0,32.0,86%,21,78.57,511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_181336263.1?report=genbank&log$=prottop&blast_rank=50&RID=WC88DCZ5013"",""WP_181336263.1"")"
Fe-S cluster assembly protein SufB [Sphingorhabdus soli],Sphingorhabdus sp. D-2Q-5-6,Sphingorhabdus sp. D-2Q-5-6,2601267,32.0,32.0,73%,21,81.82,494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_147121437.1?report=genbank&log$=prottop&blast_rank=51&RID=WC88DCZ5013"",""WP_147121437.1"")"
Fe-S cluster assembly protein SufB [Sphingomonas sp.],Sphingomonas sp.,Sphingomonas sp.,28214,32.0,32.0,73%,21,81.82,493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA3576567.1?report=genbank&log$=prottop&blast_rank=52&RID=WC88DCZ5013"",""MBA3576567.1"")"
Fe-S cluster assembly protein SufB [Sphingomonas sp. CFBP 13720],Sphingomonas sp. CFBP 13720,Sphingomonas sp. CFBP 13720,2775302,32.0,32.0,73%,21,81.82,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192088781.1?report=genbank&log$=prottop&blast_rank=53&RID=WC88DCZ5013"",""WP_192088781.1"")"
Fe-S cluster assembly protein SufB [Sphingomonadaceae bacterium],Sphingomonadaceae bacterium,Sphingomonadaceae bacterium,1930536,32.0,32.0,73%,21,81.82,489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC7985189.1?report=genbank&log$=prottop&blast_rank=54&RID=WC88DCZ5013"",""MBC7985189.1"")"
Fe-S cluster assembly protein SufB [Sphingomonas sp. JC676],Sphingomonas sp. JC676,Sphingomonas sp. JC676,2768065,32.0,32.0,73%,21,81.82,487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187729731.1?report=genbank&log$=prottop&blast_rank=55&RID=WC88DCZ5013"",""WP_187729731.1"")"
FAD-dependent monooxygenase [Sphingorhabdus lacus],alpha proteobacterium IMCC1753,alpha proteobacterium IMCC1753,392610,32.0,32.0,100%,21,73.33,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158900178.1?report=genbank&log$=prottop&blast_rank=56&RID=WC88DCZ5013"",""WP_158900178.1"")"
MULTISPECIES: nickel pincer cofactor biosynthesis protein LarC [Dehalobacter],Dehalobacter,Dehalobacter,56112,32.0,32.0,86%,21,76.92,411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019225028.1?report=genbank&log$=prottop&blast_rank=57&RID=WC88DCZ5013"",""WP_019225028.1"")"
MULTISPECIES: nickel pincer cofactor biosynthesis protein LarC [unclassified Dehalobacter],unclassified Dehalobacter,unclassified Dehalobacter,2635733,32.0,32.0,86%,21,76.92,411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119775948.1?report=genbank&log$=prottop&blast_rank=58&RID=WC88DCZ5013"",""WP_119775948.1"")"
nickel pincer cofactor biosynthesis protein LarC [Dehalobacter sp. 4CP],Dehalobacter sp. 4CP,Dehalobacter sp. 4CP,2594474,32.0,32.0,86%,21,76.92,411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NBJ15832.1?report=genbank&log$=prottop&blast_rank=59&RID=WC88DCZ5013"",""NBJ15832.1"")"
MULTISPECIES: nickel pincer cofactor biosynthesis protein LarC [unclassified Dehalobacter],unclassified Dehalobacter,unclassified Dehalobacter,2635733,32.0,32.0,86%,21,76.92,411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015044956.1?report=genbank&log$=prottop&blast_rank=60&RID=WC88DCZ5013"",""WP_015044956.1"")"
BolA family transcriptional regulator [Hydrogenophaga sp. IBVHS2],Hydrogenophaga sp. IBVHS2,Hydrogenophaga sp. IBVHS2,1985170,32.0,32.0,73%,22,81.82,79,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_086122044.1?report=genbank&log$=prottop&blast_rank=61&RID=WC88DCZ5013"",""WP_086122044.1"")"
BolA family transcriptional regulator [Comamonadaceae bacterium],Comamonadaceae bacterium,Comamonadaceae bacterium,1871071,32.0,32.0,73%,22,81.82,79,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBA4193693.1?report=genbank&log$=prottop&blast_rank=62&RID=WC88DCZ5013"",""MBA4193693.1"")"
BolA family transcriptional regulator [Burkholderiales bacterium],Burkholderiales bacterium,Burkholderiales bacterium,1891238,32.0,32.0,73%,22,81.82,79,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/TNF55064.1?report=genbank&log$=prottop&blast_rank=63&RID=WC88DCZ5013"",""TNF55064.1"")"
hypothetical protein [Nocardia beijingensis],Nocardia beijingensis,Nocardia beijingensis,95162,31.6,31.6,93%,30,73.33,11656,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195080392.1?report=genbank&log$=prottop&blast_rank=64&RID=WC88DCZ5013"",""WP_195080392.1"")"
kinesin motor protein cin8 [Entomophthora muscae],Entomophthora muscae,Entomophthora muscae,34485,31.6,31.6,80%,30,75.00,1108,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7756820.1?report=genbank&log$=prottop&blast_rank=65&RID=WC88DCZ5013"",""KAF7756820.1"")"
alpha-mannosidase [Brachybacterium sp. CFH 10395],Brachybacterium sp. CFH 10395,Brachybacterium sp. CFH 10395,2585206,31.6,31.6,86%,30,69.23,1068,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_152351572.1?report=genbank&log$=prottop&blast_rank=66&RID=WC88DCZ5013"",""WP_152351572.1"")"
hypothetical protein DFJ67_7734 [Asanoa ferruginea],Asanoa ferruginea,Asanoa ferruginea,53367,31.6,31.6,86%,30,76.92,774,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/REG01649.1?report=genbank&log$=prottop&blast_rank=67&RID=WC88DCZ5013"",""REG01649.1"")"
aconitate hydratase [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,31.6,31.6,80%,30,83.33,761,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBC8155727.1?report=genbank&log$=prottop&blast_rank=68&RID=WC88DCZ5013"",""MBC8155727.1"")"
aconitate hydratase [Spirosoma montaniterrae],Spirosoma montaniterrae,Spirosoma montaniterrae,1178516,31.6,31.6,80%,30,83.33,760,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_077130247.1?report=genbank&log$=prottop&blast_rank=69&RID=WC88DCZ5013"",""WP_077130247.1"")"
aconitate hydratase [Arsenicibacter rosenii],Arsenicibacter rosenii,Arsenicibacter rosenii,1750698,31.6,31.6,80%,30,83.33,754,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071501511.1?report=genbank&log$=prottop&blast_rank=70&RID=WC88DCZ5013"",""WP_071501511.1"")"
aconitate hydratase [Fibrella aestuarina],Fibrella aestuarina,Fibrella aestuarina,651143,31.6,31.6,80%,30,83.33,754,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015331794.1?report=genbank&log$=prottop&blast_rank=71&RID=WC88DCZ5013"",""WP_015331794.1"")"
site-specific integrase [Epulopiscium sp.],Epulopiscium sp.,Epulopiscium sp.,2384,31.6,31.6,66%,30,90.91,553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/NLK98970.1?report=genbank&log$=prottop&blast_rank=72&RID=WC88DCZ5013"",""NLK98970.1"")"
hypothetical protein DSO57_007005 [Entomophthora muscae],Entomophthora muscae,Entomophthora muscae,34485,31.6,31.6,80%,30,75.00,527,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KAF7723570.1?report=genbank&log$=prottop&blast_rank=73&RID=WC88DCZ5013"",""KAF7723570.1"")"
iron transporter [Streptomyces sp. OK885],Streptomyces sp. OK885,Streptomyces sp. OK885,1882770,31.6,31.6,93%,30,57.14,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101401699.1?report=genbank&log$=prottop&blast_rank=74&RID=WC88DCZ5013"",""WP_101401699.1"")"
IucA/IucC family siderophore biosynthesis protein [Streptomyces sp. RLB1-33],Streptomyces sp. RLB1-33,Streptomyces sp. RLB1-33,2721243,31.6,31.6,93%,30,57.14,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168501381.1?report=genbank&log$=prottop&blast_rank=75&RID=WC88DCZ5013"",""WP_168501381.1"")"
DNA polymerase-3 subunit chi [Streptomyces sp. OK885],Streptomyces sp. OK885,Streptomyces sp. OK885,1882770,31.6,31.6,93%,30,57.14,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PKW44871.1?report=genbank&log$=prottop&blast_rank=76&RID=WC88DCZ5013"",""PKW44871.1"")"
TPA: efflux RND transporter periplasmic adaptor subunit [Bacteroidetes bacterium],Bacteroidetes bacterium,Bacteroidetes bacterium,1898104,31.6,31.6,86%,30,69.23,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HAC16503.1?report=genbank&log$=prottop&blast_rank=77&RID=WC88DCZ5013"",""HAC16503.1"")"
tail fiber domain-containing protein [Serratia marcescens],Serratia marcescens,Serratia marcescens,615,31.6,31.6,73%,30,76.92,379,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141997850.1?report=genbank&log$=prottop&blast_rank=78&RID=WC88DCZ5013"",""WP_141997850.1"")"
tail fiber domain-containing protein [Serratia marcescens],Serratia marcescens,Serratia marcescens,615,31.6,31.6,73%,30,76.92,376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169541428.1?report=genbank&log$=prottop&blast_rank=79&RID=WC88DCZ5013"",""WP_169541428.1"")"
tail fiber domain-containing protein [Serratia marcescens],Serratia marcescens,Serratia marcescens,615,31.6,31.6,73%,30,76.92,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_060432907.1?report=genbank&log$=prottop&blast_rank=80&RID=WC88DCZ5013"",""WP_060432907.1"")"
tail fiber domain-containing protein [Serratia marcescens],Serratia marcescens,Serratia marcescens,615,31.6,31.6,73%,30,76.92,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_164099542.1?report=genbank&log$=prottop&blast_rank=81&RID=WC88DCZ5013"",""WP_164099542.1"")"
hypothetical protein COW46_02500 [Candidatus Gracilibacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_48_13],Candidatus Gracilibacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_48_13,Candidatus Gracilibacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_48_13,1974580,31.6,31.6,66%,30,90.00,163,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PIV90679.1?report=genbank&log$=prottop&blast_rank=82&RID=WC88DCZ5013"",""PIV90679.1"")"
hypothetical protein Micbo1qcDRAFT_159312 [Microdochium bolleyi],Microdochium bolleyi,Microdochium bolleyi,196109,31.6,31.6,73%,30,81.82,79,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/KXJ94247.1?report=genbank&log$=prottop&blast_rank=83&RID=WC88DCZ5013"",""KXJ94247.1"")"
